"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Tubal3.1"	8.29375294367742e-101	0.403432184925071	0.258	0.045	1.41765119066278e-96	"12"	"Tubal3"
"Tubb5.8"	1.48178007674459e-100	-1.95962555103983	0.183	0.657	2.53280668517953e-96	"12"	"Tubb5"
"Atp5d.6"	1.65733229734253e-99	0.600528349649916	1	0.97	2.83287809584758e-95	"12"	"Atp5d"
"Oat.8"	1.81899264532897e-99	0.901845890406443	0.998	0.863	3.10920412866081e-95	"12"	"Oat"
"Gng12.7"	6.33340282849169e-99	0.947472176696342	0.796	0.403	1.08256854547408e-94	"12"	"Gng12"
"Nat8.1"	3.05470977398426e-98	0.521753358437693	0.262	0.047	5.22141541667129e-94	"12"	"Nat8"
"Idh1.2"	4.77330284214791e-98	0.809952739864589	0.596	0.214	8.15900654808341e-94	"12"	"Idh1"
"Fth1.7"	4.81392342729707e-98	0.512765997759608	1	0.996	8.22843931427888e-94	"12"	"Fth1"
"Pfkp.2"	4.90082584256546e-98	0.703441724786691	0.477	0.139	8.37698161269714e-94	"12"	"Pfkp"
"Osr2"	1.35462887755938e-97	0.570280336324067	0.359	0.084	2.31546714041224e-93	"12"	"Osr2"
"Slc26a3.1"	1.37455028428672e-97	0.472023314249485	0.292	0.058	2.34951880093128e-93	"12"	"Slc26a3"
"Cisd3.6"	1.79365733822428e-97	0.866342551739475	0.849	0.455	3.06589848822676e-93	"12"	"Cisd3"
"Ppp1r14d.4"	1.21010757889298e-96	0.931082328395374	0.867	0.547	2.06843688460178e-92	"12"	"Ppp1r14d"
"Amn.1"	6.0605235656932e-96	0.722071631194731	0.525	0.169	1.03592529308394e-91	"12"	"Amn"
"Mkrn1.3"	2.03442089885839e-95	0.895321038377403	0.806	0.431	3.47743564241864e-91	"12"	"Mkrn1"
"Mylk.1"	1.41720119344325e-94	0.481498083236703	0.297	0.061	2.42242199995255e-90	"12"	"Mylk"
"Myo1a.8"	3.15577229239143e-94	0.868758084468506	0.695	0.295	5.39416157938466e-90	"12"	"Myo1a"
"C1qtnf12.2"	4.37692812750698e-94	0.824676580842247	0.538	0.185	7.48148324834768e-90	"12"	"C1qtnf12"
"Pitpna.6"	5.30199473756669e-94	0.955082571630949	0.858	0.539	9.06269960492275e-90	"12"	"Pitpna"
"Gapdh.7"	2.11648331817425e-93	0.786374929268962	0.994	0.913	3.61770493575525e-89	"12"	"Gapdh"
"Vdac2.6"	9.29331823833221e-93	0.737824687385858	0.985	0.864	1.58850688647812e-88	"12"	"Vdac2"
"Eif4ebp3"	1.19718078544864e-92	0.533520736271542	0.273	0.054	2.04634111656737e-88	"12"	"Eif4ebp3"
"Anxa13.11"	4.06143780035265e-92	0.938413484634879	0.74	0.329	6.94221563214278e-88	"12"	"Anxa13"
"Abcg5.1"	1.53449942056171e-91	0.526477172621423	0.348	0.083	2.62291985956613e-87	"12"	"Abcg5"
"Mdh1.5"	2.01839650629117e-91	0.815614416770277	0.978	0.868	3.45004514820349e-87	"12"	"Mdh1"
"Smim22.8"	9.82524214419926e-91	0.919168093751873	0.888	0.575	1.67942863970798e-86	"12"	"Smim22"
"Tstd1.6"	3.30971812736244e-90	1.00924081648539	0.832	0.478	5.65730119510061e-86	"12"	"Tstd1"
"Mdh2.8"	6.22272020070259e-90	0.794456442232404	0.987	0.904	1.06364956390609e-85	"12"	"Mdh2"
"H2-DMa"	9.60905098254327e-90	0.719644183400696	0.548	0.19	1.64247508444612e-85	"12"	"H2-DMa"
"Tmbim6.6"	4.91250111187532e-89	0.804996375420869	0.957	0.802	8.39693815052849e-85	"12"	"Tmbim6"
"Hadh.6"	1.38827322701236e-88	0.864804499054289	0.944	0.713	2.37297542693223e-84	"12"	"Hadh"
"Ifitm3.11"	1.39971992627677e-88	-2.34821629777409	0.157	0.611	2.39254126998489e-84	"12"	"Ifitm3"
"Lpcat3.3"	2.89185858880332e-87	0.839400597728306	0.673	0.297	4.94305388584151e-83	"12"	"Lpcat3"
"Mgam.1"	3.42980375779776e-87	0.820283246538593	0.572	0.213	5.86256356320372e-83	"12"	"Mgam"
"Cyb5a.6"	3.94621502730036e-87	0.799479306015483	0.966	0.79	6.7452653461645e-83	"12"	"Cyb5a"
"Cox4i1.5"	6.98157796804498e-87	0.457383219779866	1	0.991	1.19336112207793e-82	"12"	"Cox4i1"
"H2-DMb1"	5.90293336136112e-86	0.643247954909596	0.424	0.123	1.00898839945746e-81	"12"	"H2-DMb1"
"Pla2g12b.2"	6.85377981594987e-86	0.624453313598789	0.398	0.109	1.17151658394031e-81	"12"	"Pla2g12b"
"Upp1.3"	4.13991514794793e-85	0.612570613954728	0.43	0.124	7.0763569623874e-81	"12"	"Upp1"
"Fmo5.1"	1.08878718268587e-84	0.597896487936474	0.378	0.1	1.86106393136496e-80	"12"	"Fmo5"
"Cdc42ep5.5"	5.26233630831825e-84	0.839245021231092	0.877	0.588	8.99491145180838e-80	"12"	"Cdc42ep5"
"Xpnpep1.3"	2.83175047524819e-83	0.789272283783404	0.637	0.269	4.84031108734172e-79	"12"	"Xpnpep1"
"Cds1.4"	6.14521557515698e-83	0.748458165536901	0.609	0.246	1.05040169826158e-78	"12"	"Cds1"
"Acp5.5"	8.65687133871161e-83	0.841598553135322	0.703	0.338	1.47971901792597e-78	"12"	"Acp5"
"Smpdl3a.2"	8.92856745653895e-83	0.750541935317977	0.611	0.25	1.5261600353462e-78	"12"	"Smpdl3a"
"Atp5c1.6"	9.19289180208087e-83	0.619658139527939	0.996	0.929	1.57134099572968e-78	"12"	"Atp5c1"
"Npm1.10"	1.41770579411821e-82	-1.12378859022169	0.882	0.919	2.42328451388625e-78	"12"	"Npm1"
"H2afz.10"	3.83905862725929e-82	-1.22233486355893	0.938	0.95	6.5621029115743e-78	"12"	"H2afz"
"Nudt4.2"	4.12137162530328e-82	0.802602758010815	0.613	0.257	7.0446605191309e-78	"12"	"Nudt4"
"Prdx5.5"	1.05553988116764e-80	0.822551750210646	0.899	0.648	1.80423431887985e-76	"12"	"Prdx5"
"Ifitm2.7"	1.70489899534902e-80	-1.1923373276465	0.723	0.867	2.91418385275008e-76	"12"	"Ifitm2"
"H2-Aa.4"	8.17636301859017e-80	0.879689068500423	0.613	0.235	1.39758573076762e-75	"12"	"H2-Aa"
"H2-Ab1.7"	9.84777992067583e-80	0.815280196431186	0.751	0.35	1.68328102184112e-75	"12"	"H2-Ab1"
"Plpp2.5"	1.43018155266437e-79	0.822215108849137	0.839	0.502	2.44460932796922e-75	"12"	"Plpp2"
"Abcg2.1"	1.99755555669718e-79	0.722153320263259	0.557	0.214	3.41442171306249e-75	"12"	"Abcg2"
"Anp32b.10"	6.65857136182264e-79	-1.209248943188	0.6	0.797	1.13814960287634e-74	"12"	"Anp32b"
"Acy1.2"	2.14103067903384e-78	0.704264683218939	0.484	0.169	3.65966373967254e-74	"12"	"Acy1"
"H2-Eb1.8"	3.25440641665925e-78	0.716974157158765	0.703	0.297	5.56275688799566e-74	"12"	"H2-Eb1"
"Scp2.4"	3.62179598111868e-78	0.821092647881082	0.948	0.737	6.19073587052616e-74	"12"	"Scp2"
"Aoc1.1"	9.77214252739502e-78	0.632892225527674	0.492	0.169	1.67035232220763e-73	"12"	"Aoc1"
"Prr13.3"	2.3259536920129e-77	0.777020339289783	0.806	0.473	3.97575264575764e-73	"12"	"Prr13"
"Hopx.8"	5.20748675927194e-77	-1.23998761161015	0.159	0.589	8.90115711762353e-73	"12"	"Hopx"
"Tm4sf5.7"	6.21879551578402e-77	0.98754852538623	0.914	0.709	1.06297871751296e-72	"12"	"Tm4sf5"
"Ncl.8"	1.28538220998261e-74	-1.25087895596356	0.561	0.798	2.19710381152327e-70	"12"	"Ncl"
"Me2.7"	1.80537095762345e-74	0.839146967017459	0.839	0.52	3.08592057786577e-70	"12"	"Me2"
"Arg2.11"	2.66421926641688e-74	0.86017190974062	0.688	0.309	4.55394999208637e-70	"12"	"Arg2"
"Hmgb1.8"	1.18659221154606e-73	-1.14853529033777	0.798	0.887	2.02824206719568e-69	"12"	"Hmgb1"
"Ran.9"	2.25351811492128e-73	-1.06657072071311	0.809	0.88	3.85193851383494e-69	"12"	"Ran"
"Ctss"	3.93752904793839e-73	0.581509659790332	0.443	0.148	6.73041840164109e-69	"12"	"Ctss"
"Plbd1"	1.29770440759485e-72	0.581598766699397	0.404	0.128	2.21816614390187e-68	"12"	"Plbd1"
"Slc5a1.1"	3.83008647221434e-72	0.654051011128421	0.417	0.134	6.54676680695598e-68	"12"	"Slc5a1"
"Uqcrb.6"	5.64350954231168e-72	0.570418883371518	0.998	0.939	9.64645086067335e-68	"12"	"Uqcrb"
"Cox6c.6"	1.16497092797462e-71	0.476649839511748	0.998	0.976	1.99128480718702e-67	"12"	"Cox6c"
"Atp5o.6"	1.48525631975802e-71	0.554996069570914	0.996	0.947	2.53874862736239e-67	"12"	"Atp5o"
"Jaml.11"	2.55201255255531e-71	-1.4854316371757	0.116	0.535	4.36215505608278e-67	"12"	"Jaml"
"Tle5.3"	3.05142456354754e-71	0.613981101205798	0.978	0.88	5.21580000647181e-67	"12"	"Tle5"
"Pepd.2"	3.05611258674224e-71	0.771500485457422	0.578	0.248	5.22381324451851e-67	"12"	"Pepd"
"Slc25a5.5"	3.1175801600766e-70	0.562852341942343	0.991	0.939	5.32887976761894e-66	"12"	"Slc25a5"
"Atp5b.4"	4.78407319487974e-70	0.560689749955824	0.994	0.949	8.17741631200795e-66	"12"	"Atp5b"
"Scd2"	5.07704338180838e-70	0.741136586511402	0.43	0.146	8.67819025252507e-66	"12"	"Scd2"
"Slc12a2.7"	6.200827990245e-70	-1.30167153781281	0.062	0.49	1.05990752837258e-65	"12"	"Slc12a2"
"Cox6b1.6"	1.61046473188269e-69	0.506323760149861	1	0.965	2.75276736620708e-65	"12"	"Cox6b1"
"Klf5.5"	2.2899505392169e-69	0.801819764881731	0.854	0.572	3.91421245668345e-65	"12"	"Klf5"
"Aldob.9"	1.34769829871203e-68	0.904624493956789	0.888	0.624	2.30362070198847e-64	"12"	"Aldob"
"Casp1.4"	1.61194180686684e-68	0.73666936478492	0.708	0.374	2.75529213047749e-64	"12"	"Casp1"
"Gpx1.10"	1.73990712496977e-68	0.735390657276255	0.972	0.878	2.97402324871083e-64	"12"	"Gpx1"
"Akr1a1.2"	5.12007097408818e-68	0.638476441854424	0.966	0.858	8.75173731600892e-64	"12"	"Akr1a1"
"Arpc2.3"	6.02556469036463e-68	0.668218132274718	0.942	0.768	1.02994977252403e-63	"12"	"Arpc2"
"Cox7b.6"	8.52367459561903e-68	0.530144855754284	0.991	0.948	1.45695169862916e-63	"12"	"Cox7b"
"Dek.10"	7.02163531895964e-67	-1.22880145342843	0.219	0.594	1.20020812506977e-62	"12"	"Dek"
"Slc9a3r1.3"	7.1723915855905e-67	0.890938772281159	0.673	0.349	1.22597689372498e-62	"12"	"Slc9a3r1"
"Cd24a.9"	1.15315308875114e-66	-1.5907395928473	0.114	0.523	1.97108457460232e-62	"12"	"Cd24a"
"Myh14.2"	7.10115624729804e-66	0.581325280861411	0.465	0.168	1.21380063735065e-61	"12"	"Myh14"
"Exoc3l4.1"	1.03499441626713e-65	0.491049123290042	0.327	0.093	1.7691159557254e-61	"12"	"Exoc3l4"
"Cox5b.6"	4.63029858040678e-65	0.48254781041474	0.991	0.965	7.91456936348931e-61	"12"	"Cox5b"
"Cth.5"	5.21584061228696e-65	0.738901666088891	0.654	0.333	8.9154363585821e-61	"12"	"Cth"
"Itpk1.1"	1.34690215907741e-64	0.567195709860024	0.449	0.165	2.30225986051101e-60	"12"	"Itpk1"
"Hmgn1.7"	1.37889141110312e-64	-1.19278985985079	0.432	0.695	2.35693908899856e-60	"12"	"Hmgn1"
"Atpif1.6"	2.47609509474536e-64	0.477506760422179	0.998	0.973	4.23238934544825e-60	"12"	"Atpif1"
"2210016F16Rik.2"	4.56392347674598e-64	0.697637556733948	0.703	0.371	7.80111439880191e-60	"12"	"2210016F16Rik"
"Ctsc.1"	6.28014873771179e-64	0.538401084098368	0.467	0.175	1.07346582373708e-59	"12"	"Ctsc"
"Cd2ap.1"	8.63942290408805e-64	0.780752349738392	0.768	0.478	1.47673655699577e-59	"12"	"Cd2ap"
"Psmb8.3"	9.56928004102641e-64	0.794463776120269	0.847	0.581	1.63567703741264e-59	"12"	"Psmb8"
"Cdh17.4"	1.04817015678912e-63	0.769879619862741	0.751	0.439	1.79163724899964e-59	"12"	"Cdh17"
"Mttp.2"	1.32251537616677e-63	0.667329331734297	0.46	0.173	2.26057553248186e-59	"12"	"Mttp"
"Cox7a2.6"	1.58563606130918e-63	0.507195826706301	0.989	0.951	2.71032771959579e-59	"12"	"Cox7a2"
"Fbp2.7"	1.96196470382812e-63	0.699565289418683	0.903	0.682	3.35358626825341e-59	"12"	"Fbp2"
"Ranbp1.10"	2.42135852119014e-63	-1.08045169806364	0.643	0.791	4.13882812027031e-59	"12"	"Ranbp1"
"Aamdc.5"	2.57985435260566e-63	0.760184892615386	0.77	0.452	4.40974504490886e-59	"12"	"Aamdc"
"Cdc42.3"	2.61707689421865e-63	0.669787472376509	0.927	0.734	4.47336953528793e-59	"12"	"Cdc42"
"AA467197"	4.41647420731484e-63	0.556402937177252	0.312	0.088	7.54907936256325e-59	"12"	"AA467197"
"Hdhd3.5"	5.74033667173729e-63	0.716944801083345	0.604	0.277	9.81195747300055e-59	"12"	"Hdhd3"
"Ndufa6.4"	5.77637887523926e-63	0.626439083126946	0.963	0.863	9.87356441144648e-59	"12"	"Ndufa6"
"Sdhb.6"	1.11140640246335e-62	0.64249102448118	0.957	0.794	1.8997269637306e-58	"12"	"Sdhb"
"Slc39a5.6"	1.11683072132174e-62	0.674967858200708	0.611	0.291	1.90899875195525e-58	"12"	"Slc39a5"
"Ces2a.2"	1.90037117237755e-62	0.588006699888894	0.422	0.148	3.24830444494495e-58	"12"	"Ces2a"
"Trim31.3"	2.48023262882334e-62	0.536443593784005	0.492	0.187	4.23946163244774e-58	"12"	"Trim31"
"Rpl18.4"	3.38887693126947e-62	-0.373245633913022	0.996	0.998	5.79260733861891e-58	"12"	"Rpl18"
"Slc44a4"	4.65252523430177e-62	0.447606886869108	0.297	0.082	7.95256138299202e-58	"12"	"Slc44a4"
"Perp.1"	1.75837748791975e-61	0.698703968030549	0.669	0.355	3.00559464010123e-57	"12"	"Perp"
"Nhp2.9"	3.12130663084425e-61	-1.02933511785454	0.458	0.718	5.33524942410208e-57	"12"	"Nhp2"
"Sdcbp2.3"	4.58135354517405e-61	0.498441789866596	0.46	0.169	7.830907614766e-57	"12"	"Sdcbp2"
"Hmgb2.11"	6.5218591407262e-61	-1.72661534672598	0.477	0.708	1.11478138292433e-56	"12"	"Hmgb2"
"Ccdc34.9"	1.03924812791592e-60	-1.21161968061092	0.366	0.666	1.77638682504668e-56	"12"	"Ccdc34"
"Fxyd3.10"	1.60518758111604e-60	-1.78281244765362	0.082	0.467	2.74374713240165e-56	"12"	"Fxyd3"
"Fgfbp1.8"	1.96675309208264e-60	0.846304371006953	0.677	0.372	3.36177106029686e-56	"12"	"Fgfbp1"
"Ces1f.2"	1.34259261930829e-59	0.439840977879278	0.297	0.082	2.29489356418366e-55	"12"	"Ces1f"
"Fcgrt.1"	1.60662520471405e-59	0.432728831633943	0.323	0.097	2.74620446241773e-55	"12"	"Fcgrt"
"Dut.8"	2.1041480259973e-59	-1.15529999159587	0.14	0.51	3.59662022083718e-55	"12"	"Dut"
"Nectin2.2"	2.54221232665898e-59	0.686228952368093	0.609	0.292	4.3454035299582e-55	"12"	"Nectin2"
"Acbd4.2"	3.63109089375523e-59	0.558497418896369	0.424	0.153	6.20662366469582e-55	"12"	"Acbd4"
"Guca2b.9"	7.97042959916584e-59	0.980437252846039	0.572	0.236	1.36238553138542e-54	"12"	"Guca2b"
"H2-T3.2"	8.01203231769038e-59	0.582035729430204	0.441	0.169	1.36949668406282e-54	"12"	"H2-T3"
"Mal2.2"	8.55479901450749e-59	0.557064341921329	0.462	0.179	1.46227179554977e-54	"12"	"Mal2"
"Aldh9a1.3"	1.04979476229056e-58	0.663879362478245	0.606	0.294	1.79441418718326e-54	"12"	"Aldh9a1"
"Tmem253.2"	1.71071104482782e-58	0.423668923388724	0.318	0.094	2.9241183889242e-54	"12"	"Tmem253"
"Cox8a.5"	2.24599490078101e-58	0.395924866481611	0.998	0.987	3.83907908390498e-54	"12"	"Cox8a"
"Tmem54.4"	3.03256403625607e-58	0.724568587654405	0.778	0.485	5.18356170717251e-54	"12"	"Tmem54"
"Psmb10.5"	3.43022639010561e-58	0.672281096789627	0.914	0.709	5.86328596860753e-54	"12"	"Psmb10"
"Tceal9.7"	3.69193150150011e-58	-1.05086137142	0.161	0.537	6.31061851551414e-54	"12"	"Tceal9"
"Ugt2b34.4"	7.37429765083007e-58	0.62100115517989	0.591	0.273	1.26048869745638e-53	"12"	"Ugt2b34"
"Atp5j2.6"	8.29572353693193e-58	0.473099083376167	0.996	0.968	1.41798802416777e-53	"12"	"Atp5j2"
"Slc7a7.1"	1.27481221159511e-57	0.472742558483175	0.357	0.117	2.17903651327951e-53	"12"	"Slc7a7"
"Mif.10"	1.3921963038137e-57	-0.924763195513788	0.735	0.842	2.37968114210875e-53	"12"	"Mif"
"Uqcrfs1.7"	1.6845274120941e-57	0.586367025410176	0.968	0.829	2.87936270549244e-53	"12"	"Uqcrfs1"
"Rab17.1"	5.3819463179382e-57	0.489285892293995	0.406	0.146	9.19936084125176e-53	"12"	"Rab17"
"Rfk.1"	6.81311032868579e-57	0.653238139159456	0.563	0.269	1.16456494848226e-52	"12"	"Rfk"
"Gsr.4"	7.3365594169164e-57	0.700782920109193	0.74	0.436	1.25403810113352e-52	"12"	"Gsr"
"Acadm.4"	2.14117198983067e-56	0.706086432680246	0.665	0.369	3.65990528221756e-52	"12"	"Acadm"
"Cdhr5.9"	3.67282395484216e-56	0.567829896760366	0.598	0.275	6.2779579860117e-52	"12"	"Cdhr5"
"Uqcrh.5"	3.80870851560903e-56	0.417094088517713	1	0.974	6.51022546573052e-52	"12"	"Uqcrh"
"Ndufb10.6"	4.05900827797697e-56	0.573700118442611	0.961	0.869	6.93806284954604e-52	"12"	"Ndufb10"
"Chmp2b.1"	7.46845281427224e-56	0.654498584112906	0.611	0.302	1.27658263954355e-51	"12"	"Chmp2b"
"Mtch2.6"	8.27326551811857e-56	0.666727569853046	0.901	0.657	1.41414927501201e-51	"12"	"Mtch2"
"Apob.1"	9.96757599530811e-55	0.462371211004414	0.329	0.104	1.70375776487802e-50	"12"	"Apob"
"Rpsa.7"	1.76295057492605e-54	-0.449669511783699	0.998	0.996	3.01341141772109e-50	"12"	"Rpsa"
"Psme2.6"	2.97278201269051e-54	0.650813652353831	0.92	0.772	5.08137629429189e-50	"12"	"Psme2"
"Ndufb9.6"	1.05124295313333e-53	0.493011759277064	0.989	0.937	1.79688957979081e-49	"12"	"Ndufb9"
"Tuba1b.10"	1.16116833199683e-53	-1.07967647600613	0.092	0.448	1.98478502988218e-49	"12"	"Tuba1b"
"Arpc3.3"	1.59045849923279e-53	0.578780414405081	0.957	0.821	2.71857071273861e-49	"12"	"Arpc3"
"Abcb1a.1"	1.76584404480446e-53	0.487915083639261	0.303	0.093	3.01835722578426e-49	"12"	"Abcb1a"
"Cbx3.6"	1.80381282453912e-53	-0.974245846651696	0.226	0.56	3.08325726098472e-49	"12"	"Cbx3"
"Dok4"	2.21370138743273e-53	0.391375895675223	0.258	0.071	3.78387978153876e-49	"12"	"Dok4"
"Smlr1.2"	2.56868242996985e-53	0.467430030995566	0.353	0.118	4.39064887754747e-49	"12"	"Smlr1"
"Tkt.4"	4.61712220345517e-53	0.607286210382633	0.94	0.785	7.89204698236592e-49	"12"	"Tkt"
"Cox6a1.6"	6.13184763982189e-53	0.534534518101798	0.978	0.888	1.04811671707476e-48	"12"	"Cox6a1"
"Snrpd1.10"	6.76864595065601e-53	-0.935572093356547	0.572	0.748	1.15696465234563e-48	"12"	"Snrpd1"
"Atp5a1.5"	1.7379266090897e-52	0.494125864869789	0.978	0.923	2.97063795291703e-48	"12"	"Atp5a1"
"Khk.11"	6.7005529561496e-52	0.809069507897418	0.632	0.34	1.14532551679465e-47	"12"	"Khk"
"Atp1b1.4"	8.60971729832807e-52	0.678274739479637	0.903	0.729	1.47165897780322e-47	"12"	"Atp1b1"
"Gipc2.5"	1.10551788795227e-51	0.697580855062222	0.705	0.42	1.88966172587682e-47	"12"	"Gipc2"
"Calml4.3"	1.31481592127257e-51	0.525262872561982	0.959	0.855	2.2474148542312e-47	"12"	"Calml4"
"Aprt.6"	1.91407030957723e-51	0.592257555994065	0.948	0.774	3.27172038016037e-47	"12"	"Aprt"
"Cnnm4"	2.20308339717831e-51	0.40215770405487	0.273	0.081	3.76573045079689e-47	"12"	"Cnnm4"
"Esd.4"	5.40285803688957e-51	0.577723861768442	0.942	0.797	9.23510524245534e-47	"12"	"Esd"
"Cyc1.9"	5.76982559845744e-51	0.524772832956089	0.981	0.872	9.8623628954433e-47	"12"	"Cyc1"
"Smdt1.6"	5.99600916972772e-51	0.533427061981602	0.963	0.875	1.02489784738156e-46	"12"	"Smdt1"
"Vmp1.3"	7.09766561407947e-51	0.631541020428702	0.697	0.403	1.2132039834146e-46	"12"	"Vmp1"
"Tmem59.4"	7.53113193534549e-51	0.639127095813733	0.914	0.728	1.2872963817086e-46	"12"	"Tmem59"
"Glud1.3"	1.01553063412355e-50	0.659378492919539	0.753	0.472	1.73584651290738e-46	"12"	"Glud1"
"Adtrp.1"	1.22263446076551e-50	0.570133701905975	0.447	0.186	2.08984908378648e-46	"12"	"Adtrp"
"Nipsnap3b.2"	3.83375293768232e-50	0.554077210680034	0.594	0.295	6.55303389638039e-46	"12"	"Nipsnap3b"
"Nap1l1.5"	4.58621327994974e-50	-0.926610074046252	0.067	0.411	7.83921435941809e-46	"12"	"Nap1l1"
"Set.6"	5.14483953707106e-50	-0.927963724836646	0.602	0.764	8.79407422071556e-46	"12"	"Set"
"Etfb.5"	5.97460192762951e-50	0.548749505111176	0.953	0.776	1.02123870748971e-45	"12"	"Etfb"
"Myo5b.1"	9.34833990456018e-50	0.446899775374557	0.325	0.109	1.59791173988647e-45	"12"	"Myo5b"
"Atp5f1.6"	9.64799177355427e-50	0.487966977460973	0.991	0.926	1.64913123385363e-45	"12"	"Atp5f1"
"Snrpg.7"	1.5432005543992e-49	-0.712874870232374	0.871	0.896	2.63779270763455e-45	"12"	"Snrpg"
"H2-D1.4"	1.82857228678575e-49	0.564487214289634	0.91	0.759	3.12557860980289e-45	"12"	"H2-D1"
"Uqcrc1.7"	2.02948048271211e-49	0.597607583062961	0.94	0.766	3.46899098909981e-45	"12"	"Uqcrc1"
"Pfn1.3"	3.16569099505168e-49	0.451592200104312	0.987	0.946	5.41111561784183e-45	"12"	"Pfn1"
"Spint1.3"	5.67241457713936e-49	0.583083034279997	0.591	0.304	9.6958582367043e-45	"12"	"Spint1"
"Dusp12"	1.81649874215482e-48	0.474807087414809	0.351	0.127	3.10494129996523e-44	"12"	"Dusp12"
"Tspan8.6"	3.97838171613198e-48	0.55067017991965	0.978	0.888	6.80024786738439e-44	"12"	"Tspan8"
"Rpl36.5"	5.84617370798624e-48	-0.376736715375653	0.998	0.996	9.99286471906088e-44	"12"	"Rpl36"
"Ndfip1.5"	6.03521199701039e-48	0.610210488030817	0.675	0.384	1.03159878664899e-43	"12"	"Ndfip1"
"Cdca7.9"	6.96401947713208e-48	-0.934144753495016	0.056	0.386	1.19035984922619e-43	"12"	"Cdca7"
"Edf1.4"	7.33922114624576e-48	0.516197750356537	0.97	0.86	1.25449307052779e-43	"12"	"Edf1"
"0610005C13Rik.2"	8.8216520663755e-48	0.469413070075421	0.381	0.144	1.50788498770556e-43	"12"	"0610005C13Rik"
"Selenbp1.1"	9.26388241691579e-48	0.588552563747052	0.465	0.208	1.58347542152342e-43	"12"	"Selenbp1"
"Tkfc.3"	9.66557837215593e-48	0.541119753265636	0.495	0.223	1.65213731115261e-43	"12"	"Tkfc"
"Suclg1.4"	1.22379139281682e-47	0.538072168773095	0.961	0.81	2.0918266277418e-43	"12"	"Suclg1"
"Prmt1.6"	2.1251599386388e-47	-0.89582018248795	0.31	0.588	3.63253588311529e-43	"12"	"Prmt1"
"Pank3.2"	2.37538396735672e-47	0.468721181578683	0.406	0.16	4.06024381540283e-43	"12"	"Pank3"
"Rps20.6"	3.20073393938106e-47	-0.380674018613846	0.996	0.999	5.47101452258404e-43	"12"	"Rps20"
"Actg1.4"	3.29425444503154e-47	0.46471761264514	0.994	0.979	5.63086912289241e-43	"12"	"Actg1"
"Fdx1.4"	3.5696957160894e-47	0.621636549800441	0.69	0.411	6.10168088751161e-43	"12"	"Fdx1"
"Eef1b2.6"	4.40349689920205e-47	-0.506250945899753	0.991	0.977	7.52689724980606e-43	"12"	"Eef1b2"
"S100a16.5"	6.66535538314696e-47	0.601895213236826	0.574	0.29	1.13930919564131e-42	"12"	"S100a16"
"Chchd2.4"	1.25985751267e-46	0.380044905250847	1	0.982	2.15347444640683e-42	"12"	"Chchd2"
"Arpc1b.2"	1.61417260371994e-46	0.579891403776899	0.925	0.784	2.75910523153849e-42	"12"	"Arpc1b"
"Pnp.5"	2.29983803769286e-46	0.636519910836974	0.781	0.537	3.9311131578284e-42	"12"	"Pnp"
"Ezr.2"	6.84603632962849e-46	0.666214847459832	0.703	0.428	1.1701929898234e-41	"12"	"Ezr"
"Fam234a.1"	7.36097320369624e-46	0.454741893509045	0.394	0.155	1.2582111497078e-41	"12"	"Fam234a"
"Myo15b.3"	1.04088771641231e-45	0.424230306442568	0.387	0.148	1.77918937366356e-41	"12"	"Myo15b"
"Cdk4.5"	1.41703806942802e-45	-0.880290048267474	0.422	0.656	2.42214317207331e-41	"12"	"Cdk4"
"Ifngr2.3"	1.7387226042141e-45	0.589825391240687	0.591	0.315	2.97199854738316e-41	"12"	"Ifngr2"
"Gpd1.1"	2.36494849404262e-45	0.510184171195478	0.422	0.174	4.04240646086706e-41	"12"	"Gpd1"
"Prelid1.7"	2.63302808971966e-45	0.576077547553316	0.899	0.72	4.50063491375782e-41	"12"	"Prelid1"
"Tax1bp3"	3.03899632137706e-45	0.488158703195409	0.419	0.175	5.19455641212982e-41	"12"	"Tax1bp3"
"Impdh2.9"	3.78118219561215e-45	-0.872938596500693	0.391	0.65	6.46317472695985e-41	"12"	"Impdh2"
"Ifngr1.2"	3.90176377040154e-45	0.553459698944518	0.624	0.34	6.66928481274734e-41	"12"	"Ifngr1"
"Rps21.4"	4.53772314528715e-45	-0.377800762011748	0.996	0.995	7.75633017223932e-41	"12"	"Rps21"
"Rps28.4"	5.07290797695325e-45	-0.377548719175638	0.998	0.994	8.67112160500618e-41	"12"	"Rps28"
"Sfn.9"	6.26243992073638e-45	0.574726080624149	0.699	0.417	1.07043885565147e-40	"12"	"Sfn"
"Prdx6.6"	1.28246136643333e-44	0.51670776579961	0.976	0.843	2.19211121364449e-40	"12"	"Prdx6"
"2610528J11Rik.2"	1.9247645156766e-44	0.548279279703569	0.598	0.318	3.28999998664602e-40	"12"	"2610528J11Rik"
"Acads.3"	3.1395127976533e-44	0.679138933321448	0.699	0.433	5.36636922502879e-40	"12"	"Acads"
"Ndufa4.6"	4.55844815584285e-44	0.382520344272625	0.996	0.971	7.79175543278219e-40	"12"	"Ndufa4"
"Lad1.4"	4.89525606262879e-44	0.538838625752883	0.583	0.302	8.36746118785139e-40	"12"	"Lad1"
"Ap2m1.1"	5.77208303404839e-44	0.544019982443616	0.798	0.538	9.86622153009892e-40	"12"	"Ap2m1"
