"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Cox7a2.3"	0	-1.72986051595538	0.844	0.956	0	"8"	"Cox7a2"
"Rps10.2"	0	-1.73589994680651	0.995	0.998	0	"8"	"Rps10"
"Rps7.2"	0	-1.73634137065622	0.974	0.996	0	"8"	"Rps7"
"Rpl26.2"	0	-1.73728565170646	0.981	0.996	0	"8"	"Rpl26"
"Atp5d.3"	0	-1.73881211407843	0.895	0.974	0	"8"	"Atp5d"
"Rpl12.2"	0	-1.74113481824611	0.964	0.986	0	"8"	"Rpl12"
"Rps26.2"	0	-1.74611495269565	0.98	0.997	0	"8"	"Rps26"
"Rpl8.2"	0	-1.74894589305376	0.986	0.996	0	"8"	"Rpl8"
"Atp5g1.4"	0	-1.75110040276213	0.932	0.981	0	"8"	"Atp5g1"
"Rpl23.2"	0	-1.75506835288006	0.991	0.998	0	"8"	"Rpl23"
"Rpl28.2"	0	-1.75549444770246	0.99	0.998	0	"8"	"Rpl28"
"Rps8.2"	0	-1.75643084062091	0.998	0.999	0	"8"	"Rps8"
"Hspa8.2"	0	-1.75644698966523	0.898	0.977	0	"8"	"Hspa8"
"Rpl7.2"	0	-1.76048108297652	0.96	0.991	0	"8"	"Rpl7"
"Rpl10a.2"	0	-1.76276404875201	0.98	0.995	0	"8"	"Rpl10a"
"Slc25a3.2"	0	-1.76566809635246	0.832	0.949	0	"8"	"Slc25a3"
"Rpl3.2"	0	-1.76577351717205	0.945	0.99	0	"8"	"Rpl3"
"Rpl23a.2"	0	-1.76659938721344	0.86	0.964	0	"8"	"Rpl23a"
"Rps12.2"	0	-1.76733951191062	0.992	0.998	0	"8"	"Rps12"
"Atp5h.3"	0	-1.76762876457536	0.859	0.971	0	"8"	"Atp5h"
"Rps4x.2"	0	-1.77121516359292	0.987	0.995	0	"8"	"Rps4x"
"Atp5f1.3"	0	-1.77269941189034	0.792	0.933	0	"8"	"Atp5f1"
"Rpl17.2"	0	-1.7742082191837	0.962	0.992	0	"8"	"Rpl17"
"Rps3.2"	0	-1.77513479706178	0.974	0.994	0	"8"	"Rps3"
"Rps2.3"	0	-1.77515194677151	0.995	0.996	0	"8"	"Rps2"
"Rps15a.2"	0	-1.77697645124689	0.978	0.995	0	"8"	"Rps15a"
"Rplp0.2"	0	-1.7772921631416	0.989	0.996	0	"8"	"Rplp0"
"Rps18.2"	0	-1.78162506903295	0.978	0.995	0	"8"	"Rps18"
"Rpl7a.2"	0	-1.78986527500955	0.932	0.984	0	"8"	"Rpl7a"
"Cox6c.2"	0	-1.79646892016634	0.897	0.979	0	"8"	"Cox6c"
"Actb.3"	0	-1.79681966195126	0.899	0.978	0	"8"	"Actb"
"Fth1.4"	0	-1.80611572234882	0.991	0.997	0	"8"	"Fth1"
"Rpl6.2"	0	-1.80721591907881	0.988	0.998	0	"8"	"Rpl6"
"Cox6b1.3"	0	-1.80926104570603	0.859	0.97	0	"8"	"Cox6b1"
"Slc25a5.2"	0	-1.81373726975858	0.793	0.946	0	"8"	"Slc25a5"
"Rps9.2"	0	-1.81736615677076	0.976	0.995	0	"8"	"Rps9"
"Cox5b.3"	0	-1.82322292666827	0.885	0.968	0	"8"	"Cox5b"
"Cldn7.1"	0	-1.82675560527673	0.896	0.97	0	"8"	"Cldn7"
"Actg1.2"	0	-1.82893052213564	0.902	0.983	0	"8"	"Actg1"
"Cox7c.2"	0	-1.83269438051827	0.903	0.983	0	"8"	"Cox7c"
"Rps5.2"	0	-1.83610775336207	0.981	0.996	0	"8"	"Rps5"
"Rpl15.2"	0	-1.83635572473765	0.984	0.995	0	"8"	"Rpl15"
"H3f3a.1"	0	-1.83754729412095	0.834	0.968	0	"8"	"H3f3a"
"Pfn1.1"	0	-1.83900071668163	0.806	0.952	0	"8"	"Pfn1"
"Cox8a.2"	0	-1.8406587668975	0.947	0.989	0	"8"	"Cox8a"
"Rpl27a.2"	0	-1.84110498544195	0.984	0.997	0	"8"	"Rpl27a"
"Cox7b.3"	0	-1.84341978572803	0.845	0.953	0	"8"	"Cox7b"
"Chchd2.2"	0	-1.84472043018383	0.932	0.985	0	"8"	"Chchd2"
"Ybx1.2"	0	-1.84811251633152	0.883	0.972	0	"8"	"Ybx1"
"Npm1.6"	0	-1.85230544199326	0.769	0.925	0	"8"	"Npm1"
"Rplp1.2"	0	-1.86041368699793	0.972	0.998	0	"8"	"Rplp1"
"Rps11.2"	0	-1.86330062134775	0.976	0.996	0	"8"	"Rps11"
"Atpif1.3"	0	-1.86452009857877	0.862	0.978	0	"8"	"Atpif1"
"Rps3a1.2"	0	-1.86889211761134	0.987	0.998	0	"8"	"Rps3a1"
"Pycard.5"	0	-1.87414665346565	0.786	0.911	0	"8"	"Pycard"
"Dbi.4"	0	-1.8894232535437	0.896	0.968	0	"8"	"Dbi"
"Cox5a.4"	0	-1.89783685553992	0.874	0.967	0	"8"	"Cox5a"
"Cox4i1.2"	0	-1.90904163239798	0.945	0.993	0	"8"	"Cox4i1"
"Prdx1.3"	0	-1.90940928926327	0.88	0.963	0	"8"	"Prdx1"
"Lypd8.5"	0	-1.95310962838796	0.886	0.918	0	"8"	"Lypd8"
"Crip1.4"	0	-1.99104118983107	0.807	0.933	0	"8"	"Crip1"
"Hsp90ab1.2"	0	-1.99500560808518	0.921	0.986	0	"8"	"Hsp90ab1"
"Ppia.4"	0	-1.99614046194553	0.963	0.995	0	"8"	"Ppia"
"Plac8.5"	0	-2.02102220743352	0.716	0.933	0	"8"	"Plac8"
"Calm1.1"	0	-2.03192362130323	0.924	0.987	0	"8"	"Calm1"
"Ptma.5"	0	-2.06644302270723	0.962	0.988	0	"8"	"Ptma"
"Epcam.2"	0	-2.06919420242818	0.924	0.982	0	"8"	"Epcam"
"Txn1.3"	0	-2.07357035764279	0.862	0.969	0	"8"	"Txn1"
"Tmsb4x"	0	-2.09862780294937	0.909	0.985	0	"8"	"Tmsb4x"
"Krt8.4"	0	-2.17107966733716	0.923	0.984	0	"8"	"Krt8"
"Lgals4.6"	0	-2.21184254394077	0.945	0.991	0	"8"	"Lgals4"
"Lgals2.7"	0	-2.22631463903668	0.981	0.996	0	"8"	"Lgals2"
"Krt19.7"	0	-2.24196128796798	0.763	0.929	0	"8"	"Krt19"
"Vdac2.3"	1.41588489494964e-305	-1.58732141835159	0.672	0.874	2.42017205093742e-301	"8"	"Vdac2"
"H2afz.6"	1.36257531621965e-304	-1.7241199503767	0.887	0.953	2.32904998801426e-300	"8"	"H2afz"
"Pebp1.1"	1.06496116264597e-303	-1.42807807165668	0.779	0.902	1.82033811531075e-299	"8"	"Pebp1"
"Calm2.5"	1.95254126824571e-302	-1.52707645988466	0.799	0.9	3.33747878981239e-298	"8"	"Calm2"
"Muc2.8"	9.80982415420755e-302	-0.684901801092887	0.937	0.27	1.6767932426787e-297	"8"	"Muc2"
"Hspe1.5"	8.268446908814e-300	-1.63502005598909	0.803	0.907	1.41332563012358e-295	"8"	"Hspe1"
"Psme1.1"	4.88318092612839e-299	-1.52986251990263	0.586	0.854	8.34682115703125e-295	"8"	"Psme1"
"Ndufb10.3"	3.79940523704896e-298	-1.56603474517864	0.696	0.877	6.49432337168778e-294	"8"	"Ndufb10"
"H2afv.3"	3.67136335919152e-297	-1.5158729370677	0.751	0.906	6.27546138986606e-293	"8"	"H2afv"
"Psmb1"	2.18543718666886e-296	-1.38866549147054	0.707	0.877	3.73556778317309e-292	"8"	"Psmb1"
"Cyc1.5"	7.9631968978273e-296	-1.66212615611617	0.715	0.88	1.36114924574562e-291	"8"	"Cyc1"
"Mdh1.2"	1.26064702238506e-295	-1.50613143875364	0.733	0.876	2.15482395536278e-291	"8"	"Mdh1"
"Hmgb1.5"	1.45037040388313e-294	-1.85700062183814	0.731	0.891	2.47911813135743e-290	"8"	"Hmgb1"
"Eef2.1"	8.97425535290576e-293	-1.13503474921033	0.908	0.958	1.53396946747218e-288	"8"	"Eef2"
"Park7.1"	1.22665298909541e-292	-1.39278439866631	0.744	0.892	2.09671795426079e-288	"8"	"Park7"
"Rpl4"	7.80516796366472e-292	-1.20661636478638	0.874	0.945	1.33413736002921e-287	"8"	"Rpl4"
"Snrpg.4"	2.9259568543154e-290	-1.47839329495525	0.752	0.901	5.00133805108131e-286	"8"	"Snrpg"
"Chchd10.4"	1.72528397211176e-289	-1.60112782390234	0.739	0.882	2.94902789353063e-285	"8"	"Chchd10"
"Ndufa6.2"	6.84826223157086e-289	-1.42265981943326	0.71	0.871	1.17057346324241e-284	"8"	"Ndufa6"
"Tma7.2"	1.86093663385005e-287	-1.37969698579304	0.706	0.875	3.18089898823989e-283	"8"	"Tma7"
"Gpx1.6"	2.80318887555154e-287	-1.73854999611369	0.765	0.884	4.79149074498024e-283	"8"	"Gpx1"
"Ndufa12.2"	2.0927387312643e-286	-1.46454043658789	0.674	0.863	3.57711831335007e-282	"8"	"Ndufa12"
"Eif3k.1"	5.375326570219e-286	-1.30793519337304	0.762	0.896	9.18804570647534e-282	"8"	"Eif3k"
"Eif2s2"	3.60051732812732e-285	-1.32847918882208	0.783	0.887	6.15436426896803e-281	"8"	"Eif2s2"
"Nedd8"	5.81913636122919e-283	-1.35356960383862	0.677	0.867	9.94664978224905e-279	"8"	"Nedd8"
"Psmb3.2"	6.32173197457627e-283	-1.34696396965784	0.721	0.883	1.08057364641432e-278	"8"	"Psmb3"
"Ndufb5.2"	2.29561555106213e-281	-1.41889738632561	0.689	0.87	3.9238956614305e-277	"8"	"Ndufb5"
"Phgr1.5"	1.35987087454461e-280	-1.75191334191904	0.909	0.926	2.3244272858591e-276	"8"	"Phgr1"
"Akr1a1"	1.49696110686522e-280	-1.37212341396821	0.678	0.868	2.55875561996473e-276	"8"	"Akr1a1"
"Ndufc2.3"	3.9342556808148e-279	-1.44845293956849	0.673	0.864	6.72482323521673e-275	"8"	"Ndufc2"
"Tle5.1"	6.9133054190522e-279	-1.31408848742535	0.81	0.884	1.18169129527859e-274	"8"	"Tle5"
"S100a10.3"	5.84448784623738e-278	-1.63367827799749	0.632	0.862	9.98998307557355e-274	"8"	"S100a10"
"Clta"	2.05176852980576e-277	-1.31232868762507	0.694	0.872	3.50708794799699e-273	"8"	"Clta"
"Micos10.4"	4.03991813596524e-276	-1.41574922295088	0.691	0.867	6.90543206980539e-272	"8"	"Micos10"
"Ndufb7.4"	4.71258745614094e-276	-1.35834600692618	0.729	0.876	8.05522573878171e-272	"8"	"Ndufb7"
"Gas5.4"	7.61906310124137e-276	-1.47478016566068	0.744	0.912	1.30232645589519e-271	"8"	"Gas5"
"Rbm3.1"	2.65167675993644e-275	-1.42236169203298	0.708	0.878	4.53251108575935e-271	"8"	"Rbm3"
"Eif4a1"	2.43552110363586e-274	-1.36081472748387	0.759	0.882	4.16303622244477e-270	"8"	"Eif4a1"
"Ndufs6.2"	4.0345387645658e-274	-1.30784161649386	0.721	0.874	6.89623711027232e-270	"8"	"Ndufs6"
"Nme1"	2.86787534761406e-273	-1.32288765528444	0.79	0.885	4.90205933167671e-269	"8"	"Nme1"
"Ndufc1.3"	3.72669645417188e-273	-1.39391262364995	0.757	0.883	6.370042249116e-269	"8"	"Ndufc1"
"Hspd1.5"	9.59625654948389e-272	-1.75417470842283	0.648	0.853	1.64028813200328e-267	"8"	"Hspd1"
"Ran.5"	1.84612543763826e-271	-1.5836353300528	0.724	0.885	3.15558221055508e-267	"8"	"Ran"
"Mgst3.5"	1.09955716504368e-270	-1.83559700595678	0.632	0.847	1.87947306220916e-266	"8"	"Mgst3"
"Phb2.4"	1.76596245638698e-270	-1.49396654832517	0.668	0.853	3.01855962670227e-266	"8"	"Phb2"
"Uqcrfs1.3"	1.31511668102245e-269	-1.53569004226706	0.627	0.839	2.24792894287168e-265	"8"	"Uqcrfs1"
"Ndufs7.3"	5.08707530812928e-269	-1.38778502181625	0.737	0.869	8.69533782418538e-265	"8"	"Ndufs7"
"Prdx6.3"	3.74887807744866e-268	-1.47295634493384	0.67	0.852	6.40795729778299e-264	"8"	"Prdx6"
"Cfl1.1"	4.34685942836263e-265	-1.44164083228577	0.598	0.826	7.43008682090025e-261	"8"	"Cfl1"
"Ldha.4"	1.38575297249115e-262	-1.64981840813938	0.711	0.858	2.36866755587911e-258	"8"	"Ldha"
"Gnb2.1"	1.71599402967004e-262	-1.26527928905295	0.769	0.878	2.93314859491501e-258	"8"	"Gnb2"
"Tomm7.1"	1.10815056307907e-260	-1.263564956437	0.694	0.871	1.89416175747106e-256	"8"	"Tomm7"
"Gpx2.3"	3.48630605888281e-260	-1.44405100492325	0.866	0.902	5.95914294644838e-256	"8"	"Gpx2"
"Eef1d.1"	1.64658351036205e-259	-1.23301824583181	0.801	0.888	2.81450519426185e-255	"8"	"Eef1d"
"Hnrnpf.3"	1.80801672022033e-258	-1.4024867081322	0.687	0.842	3.09044297987262e-254	"8"	"Hnrnpf"
"mt-Nd4"	5.29265651780854e-258	-1.11085549391894	0.925	0.955	9.04673778589014e-254	"8"	"mt-Nd4"
"Mrpl52"	6.8236942535841e-257	-1.15440652260462	0.812	0.899	1.16637405876513e-252	"8"	"Mrpl52"
"Arpc3.1"	4.62390414512657e-256	-1.3608205980951	0.613	0.832	7.90363935526484e-252	"8"	"Arpc3"
"Pfdn5"	3.19273826741869e-255	-1.21781571566736	0.774	0.881	5.45734752049877e-251	"8"	"Pfdn5"
"Ndufa2.1"	2.04053321562145e-254	-1.21219609440579	0.772	0.882	3.48788342546175e-250	"8"	"Ndufa2"
"Calml4"	6.23168872433109e-254	-1.33791361388717	0.743	0.862	1.06518255364991e-249	"8"	"Calml4"
"Ndufa11.4"	1.87329579622646e-253	-1.23430472446754	0.767	0.868	3.20202450448989e-249	"8"	"Ndufa11"
"Cldn3.2"	7.44337274423613e-253	-1.31810200784089	0.811	0.89	1.27229570317228e-248	"8"	"Cldn3"
"Mpc2.3"	4.86824952764494e-251	-1.44505939906927	0.643	0.825	8.32129891760349e-247	"8"	"Mpc2"
"Psmb2.2"	5.77188015199762e-251	-1.36871312340386	0.604	0.823	9.86587474380954e-247	"8"	"Psmb2"
"Snrpe.4"	8.16689759442406e-251	-1.42107873223237	0.65	0.843	1.39596780581491e-246	"8"	"Snrpe"
"Jpt1.4"	8.76643443459926e-251	-1.45182768018255	0.622	0.837	1.49844663790605e-246	"8"	"Jpt1"
"Micos13.2"	2.03010285313079e-250	-1.27130318217266	0.705	0.86	3.47005480685647e-246	"8"	"Micos13"
"Ndufb1-ps.2"	4.22763313923725e-250	-1.32478659415696	0.667	0.841	7.22629332489823e-246	"8"	"Ndufb1-ps"
"Rps27l"	2.15393401063341e-249	-1.02583632930141	0.933	0.923	3.68171940437569e-245	"8"	"Rps27l"
"Qsox1.2"	2.97706808186692e-249	0.477087598124943	0.725	0.197	5.08870247233513e-245	"8"	"Qsox1"
"Ppp1r14b.2"	3.90681040176673e-249	-1.32798407046283	0.73	0.86	6.67791101973987e-245	"8"	"Ppp1r14b"
"Sec61g.5"	1.06242816228678e-248	-1.13976654382186	0.893	0.917	1.81600845779679e-244	"8"	"Sec61g"
"Suclg1.1"	3.31104734703374e-248	-1.41158191541285	0.627	0.82	5.65957323028476e-244	"8"	"Suclg1"
"Sumo2.4"	7.08164997222396e-247	-1.4249802438004	0.677	0.838	1.21046642975224e-242	"8"	"Sumo2"
"Eif3i.1"	1.04160828569608e-246	-1.27172573867437	0.678	0.847	1.78042104274032e-242	"8"	"Eif3i"
"Oat.4"	1.06894905889866e-246	-1.64584158080286	0.726	0.871	1.82715462637547e-242	"8"	"Oat"
"Rtraf.1"	1.98276380430769e-246	-1.27509146942035	0.648	0.833	3.38913817070313e-242	"8"	"Rtraf"
"Smdt1.3"	2.18431522523807e-246	-1.24677124245548	0.822	0.879	3.73365001449944e-242	"8"	"Smdt1"
"Cystm1.1"	9.93155274788642e-246	-1.56047837915619	0.465	0.786	1.69760031119623e-241	"8"	"Cystm1"
"Psmb6"	2.36634623840425e-243	-1.2186418387749	0.686	0.841	4.04479562530438e-239	"8"	"Psmb6"
"Psmb5"	3.1855594348262e-243	-1.27497861417619	0.686	0.829	5.44507674194843e-239	"8"	"Psmb5"
"Snrpd2.4"	1.9598749283867e-242	-1.28459735193232	0.707	0.857	3.35001421509139e-238	"8"	"Snrpd2"
"Edf1.1"	3.0558540702227e-242	-1.21566099015838	0.805	0.865	5.22337136223166e-238	"8"	"Edf1"
"Ubl5"	6.81052662532613e-242	-1.18434159836757	0.743	0.861	1.164123316067e-237	"8"	"Ubl5"
"Eef1g"	1.84172821017782e-240	-1.09877947368316	0.833	0.91	3.14806602965694e-236	"8"	"Eef1g"
"Sri.1"	4.28981451803781e-240	-1.35083956905939	0.594	0.815	7.33257995568204e-236	"8"	"Sri"
"Psmb4"	4.46216189602858e-240	-1.27517969571288	0.556	0.801	7.62717332888165e-236	"8"	"Psmb4"
"Mrpl12.4"	2.49162280547516e-239	-1.39866714496551	0.68	0.84	4.25893086139869e-235	"8"	"Mrpl12"
"Tmem14c.3"	4.25871610010873e-239	-1.40837441580846	0.553	0.798	7.27942342991586e-235	"8"	"Tmem14c"
"Ndufs2.2"	5.60689561334317e-239	-1.34049520793047	0.621	0.829	9.58386667188749e-235	"8"	"Ndufs2"
"Esd.2"	1.84747832668572e-238	-1.37423431313381	0.588	0.808	3.1578947038039e-234	"8"	"Esd"
"Ndufa5.3"	1.15325532844033e-237	-1.38557790117295	0.658	0.838	1.97125933290305e-233	"8"	"Ndufa5"
"Myl12b.2"	1.85912448640908e-237	-1.45191603826954	0.588	0.804	3.17780148461905e-233	"8"	"Myl12b"
"Polr1d.1"	4.96778499208142e-237	-1.25704781967028	0.653	0.831	8.49143488696477e-233	"8"	"Polr1d"
"mt-Co1.2"	8.05568411089506e-236	-0.916918343324091	0.988	0.993	1.37695808507529e-231	"8"	"mt-Co1"
"Fabp2.5"	2.11261408578437e-235	-1.98299465522252	0.74	0.859	3.61109125683122e-231	"8"	"Fabp2"
"Tpi1.3"	6.95938420144738e-235	-1.33477778577945	0.697	0.838	1.1895675415534e-230	"8"	"Tpi1"
"Ndufv2.3"	2.46621924483858e-234	-1.37976776987161	0.598	0.806	4.21550855520258e-230	"8"	"Ndufv2"
"Psme2.3"	3.26639821987873e-234	-1.41552068401716	0.533	0.785	5.58325447723871e-230	"8"	"Psme2"
"mt-Nd2.1"	1.26076907623072e-233	-1.14697177390232	0.855	0.905	2.15503258200118e-229	"8"	"mt-Nd2"
"Cyb5a.2"	3.86664659138587e-232	-1.4717418669891	0.597	0.801	6.60925901865586e-228	"8"	"Cyb5a"
"Itm2b"	7.83203075131263e-232	-1.2588697105321	0.77	0.854	1.33872901632187e-227	"8"	"Itm2b"
"Ndufs5.4"	3.4670807823975e-231	-1.3482564440469	0.624	0.808	5.92628118135204e-227	"8"	"Ndufs5"
"Clic1.2"	6.81171125904716e-231	-1.39646099890998	0.538	0.788	1.16432580550893e-226	"8"	"Clic1"
"Ndufb4.2"	7.24445271769598e-231	-1.29226916943194	0.635	0.813	1.23829430303577e-226	"8"	"Ndufb4"
"Ywhae.1"	2.26513423083009e-230	-1.26394878768463	0.64	0.813	3.87179394075787e-226	"8"	"Ywhae"
"Cox7a2l.1"	1.6490758878402e-228	-1.30265730078334	0.59	0.811	2.81876541508525e-224	"8"	"Cox7a2l"
"Psma3.1"	2.85714517434864e-228	-1.29337232938287	0.606	0.806	4.88371824651413e-224	"8"	"Psma3"
"Ndufb2.2"	1.70117725003429e-227	-1.23206358412587	0.673	0.823	2.90782227348362e-223	"8"	"Ndufb2"
"Uqcrc2.3"	4.66811227500839e-227	-1.37147477683572	0.573	0.796	7.97920431167185e-223	"8"	"Uqcrc2"
"Atox1"	7.49478082572964e-227	-1.23992681645336	0.647	0.819	1.28108288654197e-222	"8"	"Atox1"
"Pomp"	5.79725909473542e-224	-1.2806563664955	0.575	0.798	9.90925497063126e-220	"8"	"Pomp"
"Ndufa3.2"	1.35808151738364e-223	-1.23220081992186	0.635	0.811	2.32136873766386e-219	"8"	"Ndufa3"
"Tkt.1"	1.95129763138068e-223	-1.40122412218963	0.581	0.796	3.33535304131899e-219	"8"	"Tkt"
"Sdhb.3"	7.93500947480735e-223	-1.37770591390115	0.614	0.805	1.35633116952882e-218	"8"	"Sdhb"
"Timm13"	3.01279436912776e-220	-1.08685097138532	0.751	0.854	5.14976941515008e-216	"8"	"Timm13"
"Cycs.4"	2.64705481514668e-219	-1.47473782307284	0.577	0.786	4.52461079553021e-215	"8"	"Cycs"
"Mif.6"	7.07838356617501e-219	-1.35082826282836	0.733	0.845	1.20990810296629e-214	"8"	"Mif"
"Tomm5.2"	5.86989159198152e-218	-1.35508321987079	0.646	0.807	1.0033405698174e-213	"8"	"Tomm5"
"Psma4.1"	8.37174604181435e-218	-1.3036907243719	0.553	0.78	1.43098255092733e-213	"8"	"Psma4"
"Ndufa8.3"	1.42146236715434e-217	-1.30890848667005	0.606	0.795	2.42970562417691e-213	"8"	"Ndufa8"
"Gpx4.3"	4.08714936648291e-217	-1.28903609315405	0.633	0.809	6.98616441212923e-213	"8"	"Gpx4"
"Arpc2.1"	7.67229460283104e-217	-1.3279870684906	0.579	0.779	1.31142531646191e-212	"8"	"Arpc2"
"Vdac1.3"	8.2859651983811e-217	-1.36610752891914	0.489	0.763	1.41632003135928e-212	"8"	"Vdac1"
"Srsf3.3"	1.46587880232053e-216	-1.35778828052878	0.58	0.791	2.50562663680648e-212	"8"	"Srsf3"
"Hnrnpk.1"	2.1155693477597e-216	-1.2686493043121	0.647	0.81	3.61614268612566e-212	"8"	"Hnrnpk"
"Dad1.3"	3.91794624877922e-216	-1.04315778755453	0.904	0.901	6.69694552303833e-212	"8"	"Dad1"
"Ifi30.3"	1.49222181512353e-215	-1.35198442510782	0.562	0.773	2.55065474859066e-211	"8"	"Ifi30"
"Rab25.1"	1.71162115776315e-215	-1.25650929522843	0.584	0.792	2.92567404496456e-211	"8"	"Rab25"
"Cib1"	2.78424799325304e-215	-1.27392388433342	0.593	0.795	4.75911509486742e-211	"8"	"Cib1"
"Ppa1.4"	5.7608760358241e-215	-1.35438028506125	0.662	0.806	9.84706540803414e-211	"8"	"Ppa1"
"Csrp2.4"	8.10125594352148e-214	-1.40102446871683	0.653	0.814	1.38474767842613e-209	"8"	"Csrp2"
"Aldh1b1.2"	1.63709984497248e-213	-1.3207908003429	0.685	0.825	2.79829476501146e-209	"8"	"Aldh1b1"
"Mrpl42.2"	2.051419505219e-213	-1.30534530625032	0.59	0.786	3.50649136027083e-209	"8"	"Mrpl42"
"Nop10.1"	2.35454866820289e-213	-1.23483877067771	0.729	0.822	4.0246300385592e-209	"8"	"Nop10"
"Arpc1b.1"	3.94640979406293e-213	-1.26959816893314	0.596	0.795	6.74559826099176e-209	"8"	"Arpc1b"
"Sub1"	1.68264663088572e-212	-1.2565438588953	0.617	0.789	2.87614788617296e-208	"8"	"Sub1"
"Ranbp1.6"	3.38649653230609e-212	-1.49987441430084	0.609	0.796	5.78853852267079e-208	"8"	"Ranbp1"
"Tbca.1"	8.98299530728903e-212	-1.20284505619825	0.604	0.793	1.53546338787491e-207	"8"	"Tbca"
"Nt5c"	2.83432681186806e-211	-1.19690295628771	0.6	0.802	4.84471481952607e-207	"8"	"Nt5c"
"Lsm4.2"	2.5329966214397e-210	-1.27790066401097	0.631	0.805	4.32965112502688e-206	"8"	"Lsm4"
"Anp32b.6"	1.67335359931198e-209	-1.45821683989155	0.627	0.8	2.86026330730397e-205	"8"	"Anp32b"
"H2afj"	1.2558958011128e-207	-0.901900113912043	0.93	0.922	2.14670269284211e-203	"8"	"H2afj"
"Ifitm2.5"	1.99008795381531e-206	-1.34558100140628	0.815	0.867	3.40165733945651e-202	"8"	"Ifitm2"
"Gnas"	4.32339671935202e-206	-1.11928492823572	0.742	0.837	7.3899820123884e-202	"8"	"Gnas"
"Mrps24"	2.63408689972691e-205	-1.17865246913587	0.659	0.802	4.50244473770321e-201	"8"	"Mrps24"
"Psma2.1"	3.52552807455765e-204	-1.19795342711982	0.586	0.783	6.02618513784138e-200	"8"	"Psma2"
"Snrpf.4"	3.58856901764261e-204	-1.29734826150857	0.626	0.797	6.13394102185651e-200	"8"	"Snrpf"
"Aprt.2"	8.84860164244346e-203	-1.32397254856312	0.578	0.785	1.51249147874286e-198	"8"	"Aprt"
"Pgls.1"	1.04582986876763e-202	-1.09874934242033	0.762	0.846	1.78763699468452e-198	"8"	"Pgls"
"Ddx5"	1.40049703649943e-202	-1.18956363727806	0.752	0.833	2.39386958448847e-198	"8"	"Ddx5"
"Ndufv3.2"	3.68988893582883e-202	-1.13949350542933	0.679	0.807	6.30712715801222e-198	"8"	"Ndufv3"
"Snrpb.2"	6.33431478650882e-202	-1.25889918709811	0.581	0.779	1.08272442645795e-197	"8"	"Snrpb"
"Lamtor2"	2.17333669091575e-201	-1.11348654082656	0.724	0.818	3.7148844057823e-197	"8"	"Lamtor2"
"Ppp1ca"	1.13833875272406e-200	-1.17445119808356	0.627	0.793	1.94576243003123e-196	"8"	"Ppp1ca"
"Txndc17.2"	2.2722657605593e-198	-1.23892831765851	0.639	0.786	3.88398386452401e-194	"8"	"Txndc17"
"Bri3"	1.32096757831178e-197	-1.10826587580999	0.716	0.814	2.25792988160832e-193	"8"	"Bri3"
"Tomm6"	3.02914018798952e-197	-1.13507375462422	0.694	0.804	5.17770932333048e-193	"8"	"Tomm6"
"Scand1"	3.9546555996692e-197	-1.0968619286292	0.7	0.814	6.75969281651456e-193	"8"	"Scand1"
"Mapk13"	1.80379136303106e-196	-1.10049824155548	0.7	0.814	3.08322057682899e-192	"8"	"Mapk13"
"Cdc42.1"	9.47976544307373e-194	-1.26435614469481	0.532	0.746	1.62037630718459e-189	"8"	"Cdc42"
"Nol7.1"	1.07688643155435e-193	-1.23883066264192	0.554	0.757	1.84072197745585e-189	"8"	"Nol7"
"Mrpl34.3"	2.5971975034928e-193	-1.21415924398624	0.579	0.772	4.43938969272025e-189	"8"	"Mrpl34"
"Swi5"	3.0539824541417e-193	-1.13896143407577	0.608	0.782	5.2201722088644e-189	"8"	"Swi5"
"Uqcrc1.3"	9.22990564650011e-193	-1.30502321706549	0.609	0.775	1.57766777215626e-188	"8"	"Uqcrc1"
"Dnaja1.1"	4.20081255970328e-192	-1.3005805021125	0.521	0.742	7.18044890830082e-188	"8"	"Dnaja1"
"Coa3.2"	7.28891644450888e-192	-1.14323239303713	0.691	0.799	1.2458944878599e-187	"8"	"Coa3"
"Mrpl21.2"	2.12882928620201e-191	-1.27079982498319	0.542	0.753	3.63880789890509e-187	"8"	"Mrpl21"
"Prap1.6"	2.28604059985274e-190	-2.01561333247368	0.632	0.793	3.90752919732829e-186	"8"	"Prap1"
"Fkbp4.3"	4.23378817657037e-190	-1.21618744309529	0.632	0.786	7.23681413021173e-186	"8"	"Fkbp4"
"Eif6"	1.53952855380975e-189	-1.1693211110842	0.614	0.775	2.631516157027e-185	"8"	"Eif6"
"Etfb.2"	1.32832154279256e-187	-1.16715735668212	0.648	0.785	2.27050001309533e-183	"8"	"Etfb"
"Zfp706"	1.52852723113836e-187	-1.13866372162143	0.631	0.776	2.61271159618479e-183	"8"	"Zfp706"
"Ssr2.5"	1.84994383525277e-186	-1.18130884521668	0.785	0.836	3.16210899759755e-182	"8"	"Ssr2"
"Ncl.5"	6.36991137578152e-186	-1.3922742793758	0.651	0.799	1.08880895146234e-181	"8"	"Ncl"
"Mrpl30.1"	5.59403144339541e-185	-1.10441067399171	0.666	0.79	9.56187794619577e-181	"8"	"Mrpl30"
"Sdhd.3"	6.19198601085482e-185	-1.31236265320571	0.443	0.709	1.05839616883541e-180	"8"	"Sdhd"
