"","x"
"5191","Dguok"
"5192","Stambp"
"5193","1700124L16Rik"
"5194","Tex261"
"5195","Nagk"
"5196","Paip2b"
"5197","Zfp638"
"5198","Gm43920"
"5199","Exoc6b"
"5200","Spr"
"5201","Sfxn5"
"5202","Rab11fip5"
"5203","Smyd5"
"5204","Pradc1"
"5205","Cct7"
"5206","Egr4"
"5207","Alms1"
"5208","Nat8f5"
"5209","Nat8"
"5210","Nat8f4"
"5211","Nat8f1"
"5212","Tprkb"
"5213","Dusp11"
"5214","Gm19265"
"5215","Tgfa"
"5216","Fam136a"
"5217","Snrpg"
"5218","Pcyox1"
"5219","Tia1"
"5220","C87436"
"5221","A430078I02Rik"
"5222","2310040G24Rik"
"5223","Gm43936"
"5224","Gm44386"
"5225","Pcbp1"
"5226","1600020E01Rik"
"5227","Asprv1"
"5228","Mxd1"
"5229","Snrnp27"
"5230","Gmcl1"
"5231","Gm44036"
"5232","Anxa4"
"5233","2610306M01Rik"
"5234","Aak1"
"5235","Nfu1"
"5236","Gfpt1"
"5237","Gkn3"
"5238","Aplf"
"5239","Efcc1"
"5240","Gp9"
"5241","Rab43"
"5242","Isy1"
"5243","Cnbp"
"5244","Copg1"
"5245","Hmces"
"5246","H1fx"
"5247","Gm5577"
"5248","Rab7"
"5249","Rpn1"
"5250","Eefsec"
"5251","Gm44265"
"5252","Ruvbl1"
"5253","Sec61a1"
"5254","Kbtbd12"
"5255","Gm26588"
"5256","Mgll"
"5257","Abtb1"
"5258","Podxl2"
"5259","Mcm2"
"5260","Tpra1"
"5261","Gm1965"
"5262","Plxna1"
"5263","Chchd6"
"5264","Txnrd3"
"5265","Chst13"
"5266","Zxdc"
"5267","Klf15"
"5268","Aldh1l1"
"5269","Slc41a3"
"5270","Iqsec1"
"5271","Nup210"
"5272","Hdac11"
"5273","Fbln2"
"5274","1810044D09Rik"
"5275","Chchd4"
"5276","Tmem43"
"5277","Xpc"
"5278","Lsm3"
"5279","Slc6a6"
"5280","Grip2"
"5281","Ccdc174"
"5282","4930590J08Rik"
"5283","Nr2c2"
"5284","Mrps25"
"5285","Rbsn"
"5286","Magi1"
"5287","Slc25a26"
"5288","Lrig1"
"5289","Kbtbd8"
"5290","Suclg2"
"5291","Tafa1"
"5292","Eogt"
"5293","Tmf1"
"5294","Uba3"
"5295","Arl6ip5"
"5296","Frmd4b"
"5297","Mitf"
"5298","Foxp1"
"5299","Gm20705"
"5300","Eif4e3"
"5301","Gpr27"
"5302","Prok2"
"5303","Rybp"
"5304","Shq1"
"5305","Gxylt2"
"5306","Ppp4r2"
"5307","Gm43948"
"5308","Pdzrn3"
"5309","Trnt1"
"5310","Crbn"
"5311","Setmar"
"5312","Sumf1"
"5313","Itpr1"
"5314","Gm44040"
"5315","0610040F04Rik"
"5316","Bhlhe40"
"5317","Arl8b"
"5318","Edem1"
"5319","Lmcd1"
"5320","Rad18"
"5321","Srgap3"
"5322","Thumpd3"
"5323","Gt(ROSA)26Sor"
"5324","Setd5"
"5325","Lhfpl4"
"5326","Mtmr14"
"5327","Brpf1"
"5328","Gm15492"
"5329","Ogg1"
"5330","Camk1"
"5331","Tada3"
"5332","Arpc4"
"5333","Ttll3"
"5334","Rpusd3"
"5335","Cidec"
"5336","Jagn1"
"5337","Il17re"
"5338","Il17rc"
"5339","Creld1"
"5340","Emc3"
"5341","Fancd2"
"5342","Brk1"
"5343","Vhl"
"5344","Irak2"
"5345","Tatdn2"
"5346","Gm26982"
"5347","Ghrl"
"5348","Sec13"
"5349","Atp2b2"
"5350","Slc6a1"
"5351","Hrh1"
"5352","Atg7"
"5353","Vgll4"
"5354","Tamm41"
"5355","Gm17733"
"5356","Syn2"
"5357","Pparg"
"5358","Tsen2"
"5359","Mkrn2os"
"5360","Mkrn2"
"5361","Raf1"
"5362","D830050J10Rik"
"5363","Cand2"
"5364","Rpl32"
"5365","Efcab12"
"5366","Mbd4"
"5367","Ift122"
"5368","Plxnd1"
"5369","Tmcc1"
"5370","9530062K07Rik"
"5371","Washc2"
"5372","Zfand4"
"5373","March8"
"5374","Alox5"
"5375","Olfr212"
"5376","Zfp422"
"5377","Rassf4"
"5378","Gm7292"
"5379","Zfp637"
"5380","Zfp239"
"5381","Hnrnpf"
"5382","Fxyd4"
"5383","Csgalnact2"
"5384","Ret"
"5385","Bms1"
"5386","Zfp9"
"5387","Ankrd26"
"5388","Cacna1c"
"5389","Dcp1b"
"5390","Adipor2"
"5391","Wnt5b"
"5392","Fbxl14"
"5393","Erc1"
"5394","Rad52"
"5395","Wnk1"
"5396","B4galnt3"
"5397","Ccdc77"
"5398","Kdm5a"
"5399","Il17ra"
"5400","Tmem121b"
"5401","Hdhd5"
"5402","Cecr2"
"5403","Atp6v1e1"
"5404","Bcl2l13"
"5405","Bid"
"5406","Mical3"
"5407","Gm4651"
"5408","Pex26"
"5409","Usp18"
"5410","Gm44148"
"5411","Slc6a13"
"5412","M6pr"
"5413","Phc1"
"5414","Apobec1"
"5415","Gdf3"
"5416","Foxj2"
"5417","Necap1"
"5418","Clec4a1"
"5419","Vmn2r26"
"5420","Pex5"
"5421","Clstn3"
"5422","C1rl"
"5423","C1ra"
"5424","Lpcat3"
"5425","Emg1"
"5426","Phb2"
"5427","Gm15884"
"5428","Ptpn6"
"5429","Gm20531"
"5430","Grcc10"
"5431","Atn1"
"5432","Spsb2"
"5433","Tpi1"
"5434","Usp5"
"5435","Cdca3"
"5436","P3h3"
"5437","Lag3"
"5438","Ptms"
"5439","Mlf2"
"5440","Cops7a"
"5441","Pianp"
"5442","Zfp384"
"5443","Ing4"
"5444","Acrbp"
"5445","Lpar5"
"5446","Chd4"
"5447","Nop2"
"5448","Iffo1"
"5449","Gapdh"
"5450","Ncapd2"
"5451","Mrpl51"
"5452","Vamp1"
"5453","Tapbpl"
"5454","Cd27"
"5455","Tuba3a"
"5456","Ltbr"
"5457","Scnn1a"
"5458","Tnfrsf1a"
"5459","Plekhg6"
"5460","Cd9"
"5461","Gm28809"
"5462","Gm26728"
"5463","Vwf"
"5464","Ndufa9"
"5465","Dyrk4"
"5466","Rad51ap1"
"5467","D6Wsu163e"
"5468","Tigar"
"5469","Gm43126"
"5470","Ccnd2"
"5471","9330179D12Rik"
"5472","Parp11"
"5473","Cracr2a"
"5474","Tspan9"
"5475","Gm10010"
"5476","Tead4"
"5477","Tulp3"
"5478","Rhno1"
"5479","Foxm1"
"5480","Nrip2"
"5481","Itfg2"
"5482","Fkbp4"
"5483","Gm10069"
"5484","Pzp"
"5485","A2ml1"
"5486","Clec2h"
"5487","Klrb1"
"5488","Klrb1b"
"5489","Gm44066"
"5490","BC035044"
"5491","Gm15987"
"5492","Klrb1f"
"5493","Clec2e"
"5494","Clec2d"
"5495","2310001H17Rik"
"5496","Gabarapl1"
"5497","Klrd1"
"5498","Magohb"
"5499","Styk1"
"5500","Ybx3"
"5501","Smim10l1"
"5502","Etv6"
"5503","Bcl2l14"
"5504","Lrp6"
"5505","Gm38910"
"5506","Mansc1"
"5507","Borcs5"
"5508","Dusp16"
"5509","Crebl2"
"5510","Gpr19"
"5511","2810454H06Rik"
"5512","Cdkn1b"
"5513","Gm44238"
"5514","Lockd"
"5515","Apold1"
"5516","Ddx47"
"5517","Gprc5a"
"5518","Hebp1"
"5519","Fam234b"
"5520","Emp1"
"5521","Grin2b"
"5522","Atf7ip"
"5523","Plbd1"
"5524","Gucy2c"
"5525","Hist4h4"
"5526","H2afj"
"5527","Wbp11"
"5528","BC049715"
"5529","Arhgdib"
"5530","Ptpro"
"5531","Eps8"
"5532","Strap"
"5533","Dera"
"5534","Mgst1"
"5535","Lmo3"
"5536","A830011K09Rik"
"5537","Pik3c2g"
"5538","Plekha5"
"5539","Aebp2"
"5540","Gm30524"
"5541","Gm28523"
"5542","Pde3a"
"5543","Iapp"
"5544","Pyroxd1"
"5545","Recql"
"5546","Golt1b"
"5547","Gys2"
"5548","Ldhb"
"5549","Cmas"
"5550","Sult6b2"
"5551","Gm7457"
"5552","C2cd5"
"5553","Etnk1"
"5554","Sox5"
"5555","Lrmp"
"5556","Casc1"
"5557","Etfrf1"
"5558","Kras"
"5559","Gm15706"
"5560","Rassf8"
"5561","Bhlhe41"
"5562","Itpr2"
"5563","Ints13"
"5564","Fgfr1op2"
"5565","Tm7sf3"
"5566","Med21"
"5567","Stk38l"
"5568","Arntl2"
"5569","Ppfibp1"
"5570","Rep15"
"5571","Mrps35"
"5572","Mansc4"
"5573","Klhl42"
"5574","Pthlh"
"5575","Gm6288"
"5576","Ccdc91"
"5577","Far2os2"
"5578","Far2"
"5579","Far2os1"
"5580","Ergic2"
"5581","Gm17216"
"5582","Ipo8"
"5583","Caprin2"
"5584","Sinhcaf"
"5585","3010003L21Rik"
"5586","Dennd5b"
"5587","Etfbkmt"
"5588","Amn1"
"5589","Resf1"
"5590","Bicd1"
"5591","Gm21814"
"5592","Myadm"
"5593","Ndufa3"
"5594","Tfpt"
"5595","Prpf31"
"5596","Gm15927"
"5597","Cnot3"
"5598","Leng1"
"5599","Tmc4"
"5600","Gm15929"
"5601","Mboat7"
"5602","Tsen34"
"5603","Rps9"
"5604","Pirb"
"5605","Ttyh1"
"5606","Leng8"
"5607","Leng9"
"5608","Cdc42ep5"
"5609","Rdh13"
"5610","Eps8l1"
"5611","Ppp1r12c"
"5612","Tnnt1"
"5613","Tnni3"
"5614","Dnaaf3"
"5615","Gm15873"
"5616","Syt5"
"5617","Ptprh"
"5618","Tmem86b"
"5619","Ppp6r1"
"5620","Hspbp1"
"5621","Brsk1"
"5622","Tmem150b"
"5623","Kmt5c"
"5624","Cox6b2"
"5625","Il11"
"5626","Tmem238"
"5627","Rpl28"
"5628","Ube2s"
"5629","Shisa7"
"5630","Isoc2b"
"5631","Isoc2a"
"5632","Zfp628"
"5633","Nat14"
"5634","Ssc5d"
"5635","Zfp579"
"5636","Fiz1"
"5637","Zfp524"
"5638","Zfp865"
"5639","Ccdc106"
"5640","Zfp784"
"5641","Gm15510"
"5642","Zfp580"
"5643","U2af2"
"5644","Epn1"
"5645","Rasl2-9"
"5646","Zfp787"
"5647","Gm36371"
"5648","Zfp444"
"5649","Gm45148"
"5650","Epp13"
"5651","Gm45069"
"5652","Zfp667"
"5653","Zfp583"
"5654","Gm38944"
"5655","Gm3854"
"5656","Zfp78"
"5657","Zfp28"
"5658","Peg3"
"5659","Usp29"
"5660","Zfp954"
"5661","Zfp773"
"5662","Zfp418"
"5663","Zfp772"
"5664","Vmn2r29"
"5665","Clcn4"
"5666","Zik1"
"5667","Zfp551"
"5668","Zfp606"
"5669","Zfp329"
"5670","Zfp110"
"5671","Zfp128"
"5672","Zscan22"
"5673","Rps5"
"5674","1810019N24Rik"
"5675","Zfp324"
"5676","Zfp446"
"5677","Slc27a5"
"5678","Trim28"
"5679","Zbtb45"
"5680","Chmp2a"
"5681","Ube2m"
"5682","Mzf1"
"5683","Zswim9"
"5684","Lig1"
"5685","Pla2g4c"
"5686","Obox8"
"5687","Vmn1r90"
"5688","Selenow"
"5689","Nop53"
"5690","Bicra"
"5691","Napa"
"5692","Kptn"
"5693","Meis3"
"5694","Dhx34"
"5695","Inafm1"
"5696","Ccdc9"
"5697","Bbc3"
"5698","Sae1"
"5699","Zc3h4"
"5700","Gm45509"
"5701","Tmem160"
"5702","Arhgap35"
"5703","Ap2s1"
"5704","Slc1a5"
"5705","Fkrp"
"5706","Strn4"
"5707","Prkd2"
"5708","9330104G04Rik"
"5709","Dact3"
"5710","Calm3"
"5711","Pnmal2"
"5712","Pnmal1"
"5713","Gm42372"
"5714","Ppp5c"
"5715","Hif3a"
"5716","Ceacam12"
"5717","Psg25"
"5718","Psg20"
"5719","Psg17"
"5720","Mill2"
"5721","Pglyrp1"
"5722","Ccdc61"
"5723","Nova2"
"5724","Mypop"
"5725","Mypopos"
"5726","Irf2bp1"
"5727","Foxa3"
"5728","Sympk"
"5729","Dmwd"
"5730","Dmpk"
"5731","Six5"
"5732","Fbxo46"
"5733","Qpctl"
"5734","Snrpd2"
"5735","Gipr"
"5736","Eml2"
"5737","Opa3"
"5738","Vasp"
"5739","Ppm1n"
"5740","Rtn2"
"5741","Gm26802"
"5742","Fosb"
"5743","Ercc1"
"5744","Cd3eap"
"5745","Ppp1r13l"
"5746","Ercc2"
"5747","Klc3"
"5748","Ckm"
"5749","A930016O22Rik"
"5750","Mark4"
"5751","Bloc1s3"
"5752","Trappc6a"
"5753","Nkpd1"
"5754","Ppp1r37"
"5755","Gemin7"
"5756","Zfp296"
"5757","Clasrp"
"5758","Relb"
"5759","Clptm1"
"5760","Apoc2"
"5761","Apoc1"
"5762","Apoe"
"5763","Tomm40"
"5764","Gm20512"
"5765","Nectin2"
"5766","Bcam"
"5767","Cblc"
"5768","Bcl3"
"5769","Gm16174"
"5770","Gm44658"
"5771","Pvr"
"5772","Igsf23"
"5773","Ceacam20"
"5774","Nlrp9b"
"5775","Zfp180"
"5776","Zfp112"
"5777","Zfp235"
"5778","Zfp114"
"5779","Zfp111"
"5780","Zfp109"
"5781","Zfp108"
"5782","Zfp93"
"5783","Zfp61"
"5784","Zfp94"
"5785","Kcnn4"
"5786","Smg9"
"5787","Plaur"
"5788","Cadm4"
"5789","Zfp428"
"5790","Irgq"
"5791","Xrcc1"
"5792","Zfp575"
"5793","Ethe1"
"5794","Phldb3"
"5795","Cd177"
"5796","Ceacam10"
"5797","Gm9844"
"5798","Rps19"
"5799","Arhgef1"
"5800","Rabac1"
"5801","Grik5"
"5802","Zfp574"
"5803","Pou2f2"
"5804","D930028M14Rik"
"5805","Dedd2"
"5806","Zfp526"
"5807","Gsk3a"
"5808","9130221H12Rik"
"5809","Erf"
"5810","Cic"
"5811","Pafah1b3"
"5812","Megf8"
"5813","4732471J01Rik"
"5814","Lipe"
"5815","Ceacam1"
"5816","Ceacam2"
"5817","Erich4"
"5818","Dmac2"
"5819","B3gnt8"
"5820","Bckdha"
"5821","Exosc5"
"5822","Tmem91"
"5823","B9d2"
"5824","Tgfb1"
"5825","Ccdc97"
"5826","Hnrnpul1"
"5827","Cyp2s1"
"5828","Gm26707"
"5829","Cyp2b10"
"5830","Egln2"
"5831","Rab4b"
"5832","Mia"
"5833","Snrpa"
"5834","BC024978"
"5835","Itpkc"
"5836","Coq8b"
"5837","Numbl"
"5838","Ltbp4"
"5839","Shkbp1"
"5840","Sptbn4"
"5841","Blvrb"
"5842","Sertad3"
"5843","Sertad1"
"5844","Prx"
"5845","Gm15541"
"5846","Hipk4"
"5847","Pld3"
"5848","2310022A10Rik"
"5849","Akt2"
"5850","Gm38973"
"5851","Map3k10"
"5852","Zfp607b"
"5853","Zfp60"
"5854","Zfp626"
"5855","Zfp59"
"5856","Zfp607a"
"5857","Zfp974"
"5858","Zfp780b"
"5859","Zfp850"
"5860","Psmc4"
"5861","Gm44744"
"5862","Fcgbp"
"5863","9530053A07Rik"
"5864","Fbl"
"5865","Dyrk1b"
"5866","Eid2"
"5867","Eid2b"
"5868","Dll3"
"5869","Timm50"
"5870","Supt5"
"5871","Rps16"
"5872","Plekhg2"
"5873","Zfp36"
"5874","Med29"
"5875","Paf1"
"5876","Samd4b"
"5877","Gmfg"
"5878","Lrfn1"
"5879","Sycn"
"5880","Nccrp1"
"5881","Pak4"
"5882","Fbxo27"
"5883","Fbxo17"
"5884","Mrps12"
"5885","Sars2"
"5886","Nfkbib"
"5887","Sirt2"
"5888","Rinl"
"5889","Hnrnpl"
"5890","Gm44702"
"5891","Ech1"
"5892","Lgals4"
"5893","Lgals7"
"5894","Capn12"
"5895","Actn4"
"5896","Gm44699"
"5897","Eif3k"
"5898","Map4k1"
"5899","Gm26604"
"5900","Rasgrp4"
"5901","Fam98c"
"5902","1110035H17Rik"
"5903","Spred3"
"5904","Psmd8"
"5905","Kcnk6"
"5906","Yif1b"
"5907","2200002D01Rik"
"5908","Spint2"
"5909","Ppp1r14a"
"5910","Dpf1"
"5911","Sipa1l3"
"5912","Zfp84"
"5913","Zfp30"
"5914","Zfp790"
"5915","Zfp940"
"5916","Zfp420"
"5917","Zfp27"
"5918","Zfp383"
"5919","Zfp74"
"5920","Zfp568"
"5921","Zfp14"
"5922","Zfp82"
"5923","Zfp566"
"5924","Zfp260"
"5925","Zfp146"
"5926","Cox7a1"
"5927","Capns1"
"5928","Gm26810"
"5929","Tbcb"
"5930","Polr2i"
"5931","Ovol3"
"5932","Wdr62"
"5933","Thap8"
"5934","Alkbh6"
"5935","Syne4"
"5936","Sdhaf1"
"5937","E130208F15Rik"
"5938","4930479H17Rik"
"5939","Lrfn3"
"5940","Tyrobp"
"5941","Hcst"
"5942","Nfkbid"
"5943","Aplp1"
"5944","Kirrel2"
"5945","Nphs1"
"5946","Prodh2"
"5947","Arhgap33"
"5948","Proser3"
"5949","Hspb6"
"5950","Lin37"
"5951","Psenen"
"5952","U2af1l4"
"5953","Igflr1"
"5954","Kmt2b"
"5955","Zbtb32"
"5956","Upk1a"
"5957","Cox6b1"
"5958","Rbm42"
"5959","Haus5"
"5960","2200002J24Rik"
"5961","Atp4a"
"5962","Tmem147"
"5963","Tmem147os"
"5964","Gm26935"
"5965","Sbsn"
"5966","Dmkn"
"5967","Ffar2"
"5968","Ffar3"
"5969","Ffar1"
"5970","D7Ertd128e"
"5971","Mag"
"5972","Hamp2"
"5973","Usf2"
"5974","Gm4673"
"5975","Lsr"
"5976","Fam187b"
"5977","Fxyd5"
"5978","Lgi4"
"5979","Fxyd3"
"5980","Hpn"
"5981","Scn1b"
"5982","Gramd1a"
"5983","Scgb2b7"
"5984","Scgb2b20"
"5985","Wtip"
"5986","Uba2"
"5987","Pdcd2l"
"5988","Gpi1"
"5989","Gm12758"
"5990","4931406P16Rik"
"5991","Lsm14a"
"5992","Kctd15"
"5993","Chst8"
"5994","Pepd"
"5995","Cebpg"
"5996","Cebpa"
"5997","Lrp3"
"5998","Gpatch1"
"5999","Rhpn2"
"6000","Faap24"
"6001","Cep89"
"6002","Slc7a9"
"6003","Tdrd12"
"6004","Nudt19"
"6005","B230322F03Rik"
"6006","Ankrd27"
"6007","Pdcd5"
"6008","Dpy19l3"
"6009","Zfp507"
"6010","Uri1"
"6011","Ccne1"
"6012","1600014C10Rik"
"6013","Plekhf1"
"6014","Pop4"
"6015","Zfp619"
"6016","Gm37494"
"6017","AI987944"
"6018","Gm17102"
"6019","AW146154"
"6020","2610021A01Rik"
"6021","Zfp788"
"6022","Zfp141"
"6023","Gm44997"
"6024","Zfp977"
"6025","Zfp976"
"6026","Zfp975"
"6027","Zfp715"
"6028","Siglecf"
"6029","Nkg7"
"6030","Etfb"
"6031","Vsig10l"
"6032","Zfp658"
"6033","Zfp719"
"6034","Ceacam18"
"6035","Ctu1"
"6036","2310002F09Rik"
"6037","Klk11"
"6038","Klk1b4"
"6039","Klk1b5"
"6040","Klk1"
"6041","1700028J19Rik"
"6042","Gm36864"
"6043","2410002F23Rik"
"6044","Acp4"
"6045","Clec11a"
"6046","1700008O03Rik"
"6047","Aspdh"
"6048","Josd2"
"6049","5430431A17Rik"
"6050","Emc10"
"6051","Fam71e1"
"6052","Mybpc2"
"6053","Spib"
"6054","Pold1"
"6055","Nr1h2"
"6056","Kcnc3"
"6057","Myh14"
"6058","2310016G11Rik"
"6059","Zfp473"
"6060","Vrk3"
"6061","Atf5"
"6062","Nup62"
"6063","Il4i1"
"6064","Tbc1d17"
"6065","Akt1s1"
"6066","Pnkp"
"6067","Ptov1"
"6068","Med25"
"6069","Fuz"
"6070","Ap2a1"
"6071","Cpt1c"
"6072","Prmt1"
"6073","Gm15545"
"6074","Bcl2l12"
"6075","Irf3"
"6076","Scaf1"
"6077","Rras"
"6078","Prr12"
"6079","Prrg2"
"6080","Nosip"
"6081","Rcn3"
"6082","Fcgrt"
"6083","Rps11"
"6084","Rpl13a"
"6085","Flt3l"
"6086","Aldh16a1"
"6087","Pih1d1"
"6088","Dkkl1"
"6089","Tead2"
"6090","Cd37"
"6091","Trpm4"
"6092","Ppfia3"
"6093","Snrnp70"
"6094","Ntf5"
"6095","Ruvbl2"
"6096","Gys1"
"6097","Ftl1"
"6098","Bax"
"6099","Dhdh"
"6100","Tulp2"
"6101","Nucb1"
"6102","Ppp1r15a"
"6103","Plekha4"
"6104","Hsd17b14"
"6105","0610005C13Rik"
"6106","Bcat2"
"6107","Fut1"
"6108","Rasip1"
"6109","A030001D20Rik"
"6110","Fut2"
"6111","Car11"
"6112","Dbp"
"6113","Sphk2"
"6114","Rpl18"
"6115","Fam83e"
"6116","Sult2b1"
"6117","Gm31597"
"6118","Lmtk3"
"6119","Cyth2"
"6120","Grwd1"
"6121","Gm45441"
"6122","Grin2d"
"6123","Kdelr1"
"6124","Syngr4"
"6125","Tmem143"
"6126","Emp3"
"6127","Ccdc114"
"6128","Abcc6"
"6129","Nomo1"
"6130","Kcnj11"
"6131","Abcc8"
"6132","Ush1c"
"6133","Kcnc1"
"6134","Sergef"
"6135","Gm45311"
"6136","Tph1"
"6137","Saal1"
"6138","Saa3"
"6139","Saa1"
"6140","Hps5"
"6141","Gm45309"
"6142","Gtf2h1"
"6143","Ldha"
"6144","Tsg101"
"6145","Uevld"
"6146","Spty2d1"
"6147","Gm32031"
"6148","Gm45474"
"6149","Tmem86a"
"6150","Zdhhc13"
"6151","E2f8"
"6152","Gm2788"
"6153","Nav2"
"6154","Htatip2"
"6155","Prmt3"
"6156","Gm45235"
"6157","Fancf"
"6158","Gas2"
"6159","Svip"
"6160","Tubgcp5"
"6161","Cyfip1"
"6162","Nipa2"
"6163","A230056P14Rik"
"6164","Nipa1"
"6165","Gm34121"
"6166","Herc2"
"6167","Gabrb3"
"6168","Atp10a"
"6169","Ube3a"
"6170","Snhg14"
"6171","Gm38393"
"6172","Snrpn"
"6173","Mkrn3"
"6174","Klf13"
"6175","Mtmr10"
"6176","Fan1"
"6177","Mphosph10"
"6178","Mcee"
"6179","Fam189a1"
"6180","Nsmce3"
"6181","Tjp1"
"6182","Tarsl2"
"6183","Tm2d3"
"6184","1810008I18Rik"
"6185","Pcsk6"
"6186","Snrpa1"
"6187","Selenos"
"6188","Chsy1"
"6189","Lrrk1"
"6190","Gm44752"
"6191","Aldh1a3"
"6192","Asb7"
"6193","Lins1"
"6194","Adamts17"
"6195","1700112J16Rik"
"6196","Lysmd4"
"6197","Mef2a"
"6198","Lrrc28"
"6199","Ttc23"
"6200","Igf1r"
"6201","Arrdc4"
"6202","Nr2f2"
"6203","Mctp2"
"6204","Gm45715"
"6205","Gm6567"
"6206","Rgma"
"6207","Chd2"
"6208","1810026B05Rik"
"6209","Fam174b"
"6210","St8sia2"
"6211","Slco3a1"
"6212","Akap13"
"6213","AU020206"
"6214","Klhl25"
"6215","Mrpl46"
"6216","Mrps11"
"6217","Det1"
"6218","1700011D18Rik"
"6219","Aen"
"6220","Isg20"
"6221","Mfge8"
"6222","Abhd2"
"6223","Fanci"
"6224","Polg"
"6225","Ticrr"
"6226","Pex11a"
"6227","Wdr93"
"6228","Mesp1"
"6229","Mesp2"
"6230","Anpep"
"6231","Ap3s2"
"6232","5430400D12Rik"
"6233","Arpin"
"6234","Zfp710"
"6235","Gm21057"
"6236","Idh2"
"6237","Sema4b"
"6238","Cib1"
"6239","Gdpgp1"
"6240","Ttll13"
"6241","Ngrn"
"6242","Vps33b"
"6243","Rccd1"
"6244","Prc1"
"6245","Unc45a"
"6246","Hddc3"
"6247","Man2a2"
"6248","Fes"
"6249","Furin"
"6250","Blm"
"6251","Crtc3"
"6252","Iqgap1"
"6253","Zscan2"
"6254","Wdr73"
"6255","Nmb"
"6256","Sec11a"
"6257","Gm44899"
"6258","Zfp592"
"6259","Slc28a1"
"6260","Pde8a"
"6261","Rps17"
"6262","Ap3b2"
"6263","2900076A07Rik"
"6264","Whamm"
"6265","Homer2"
"6266","Ramac"
"6267","3110040N11Rik"
"6268","Btbd1"
"6269","Hdgfl3"
"6270","Saxo2"
"6271","Efl1"
"6272","Gm36584"
"6273","Mex3b"
"6274","Tmc3"
"6275","Gm16638"
"6276","Stard5"
"6277","Il16"
"6278","Tlnrd1"
"6279","Mesd"
"6280","Cemip"
"6281","Abhd17c"
"6282","Gm26708"
"6283","Arnt2"
"6284","Gm2115"
"6285","Fah"
"6286","Zfand6"
"6287","Ctsc"
"6288","Gm44751"
"6289","Rab38"
"6290","Tmem135"
"6291","Fzd4"
"6292","Prss23"
"6293","A230065N10Rik"
"6294","Me3"
"6295","Hikeshi"
"6296","Eed"
"6297","E230029C05Rik"
"6298","2310010J17Rik"
"6299","Picalm"
"6300","Sytl2"
"6301","Ccdc89"
"6302","Crebzf"
"6303","Tmem126a"
"6304","Tmem126b"
"6305","Dlg2"
"6306","Ccdc90b"
"6307","Ankrd42"
"6308","Pcf11"
"6309","Gm26981"
"6310","4632427E13Rik"
"6311","Rab30"
"6312","Ddias"
"6313","Prcp"
"6314","Gm26862"
"6315","Tenm4"
"6316","C230038L03Rik"
"6317","Nars2"
"6318","Gab2"
"6319","Usp35"
"6320","Kctd21"
"6321","Alg8"
"6322","Ndufc2"
"6323","Kctd14"
"6324","Ints4"
"6325","Aamdc"
"6326","Rsf1"
"6327","Rsf1os1"
"6328","Rsf1os2"
"6329","Clns1a"
"6330","Aqp11"
"6331","Pak1"
"6332","Myo7a"
"6333","Capn5"
"6334","B3gnt6"
"6335","Acer3"
"6336","Tsku"
"6337","Emsy"
"6338","Thap12"
"6339","Uvrag"
"6340","Gm45187"
"6341","Dgat2"
"6342","Mogat2"
"6343","Map6"
"6344","Serpinh1"
"6345","Gdpd5"
"6346","Klhl35"
"6347","Rps3"
"6348","Arrb1"
"6349","Slco2b1"
"6350","Gm15635"
"6351","Neu3"
"6352","Spcs2"
"6353","Xrra1"
"6354","Gm38405"
"6355","Rnf169"
"6356","Pold3"
"6357","Lipt2"
"6358","Gm34821"
"6359","Kcne3"
"6360","Pgm2l1"
"6361","Ppme1"
"6362","C2cd3"
"6363","Ucp2"
"6364","Coa4"
"6365","Mrpl48"
"6366","Rab6a"
"6367","Plekhb1"
"6368","Fam168a"
"6369","Relt"
"6370","Arhgef17"
"6371","P2ry6"
"6372","P2ry2"
"6373","Fchsd2"
"6374","Atg16l2"
"6375","Stard10"
"6376","Gm45620"
"6377","Arap1"
"6378","Pde2a"
"6379","Gm35363"
"6380","Art2b"
"6381","Clpb"
"6382","Phox2a"
"6383","Inppl1"
"6384","Gm10602"
"6385","Folr1"
"6386","Anapc15"
"6387","Lamtor1"
"6388","Lrrc51"
"6389","Numa1"
"6390","Il18bp"
"6391","Rnf121"
"6392","Xndc1"
"6393","Art5"
"6394","Chrna10"
"6395","Nup98"
"6396","Pgap2"
"6397","Rhog"
"6398","Stim1"
"6399","Rrm1"
"6400","Trim21"
"6401","Trim68"
"6402","Trim6"
"6403","Trim34a"
"6404","Trim5"
"6405","Trim12a"
"6406","Trim12c"
"6407","Trim30a"
"6408","Trim30d"
"6409","Olfr655"
"6410","Fam160a2"
"6411","Gm45885"
"6412","Cavin3"
"6413","Smpd1"
"6414","Apbb1"
"6415","Trim3"
"6416","Arfip2"
"6417","Timm10b"
"6418","Dnhd1"
"6419","Rrp8"
"6420","Ilk"
"6421","Taf10"
"6422","Tpp1"
"6423","Mrpl17"
"6424","Gm4070"
"6425","Gm20663"
"6426","Olfr1532-ps1"
"6427","Ppfibp2"
"6428","Cyb5r2"
"6429","Eif3f"
"6430","Ric3"
"6431","Lmo1"
"6432","Rpl27a"
"6433","St5"
"6434","Akip1"
"6435","BC051019"
"6436","Ascl3"
"6437","Tmem9b"
"6438","Dennd5a"
"6439","Tmem41b"
"6440","Ipo7"
"6441","Zfp143"
"6442","Wee1"
"6443","Swap70"
"6444","Gm45515"
"6445","Sbf2"
"6446","Adm"
