"","x"
"9814","Wdr81"
"9815","Mir22hg"
"9816","Tlcd2"
"9817","Prpf8"
"9818","Rilp"
"9819","Scarf1"
"9820","Gm45606"
"9821","Slc43a2"
"9822","Pitpna"
"9823","Inpp5k"
"9824","Myo1c"
"9825","Crk"
"9826","Ywhae"
"9827","Doc2b"
"9828","Rph3al"
"9829","1700016K19Rik"
"9830","Rflnb"
"9831","Vps53"
"9832","Glod4"
"9833","Fam57a"
"9834","Gemin4"
"9835","Dbil5"
"9836","Mrm3"
"9837","Nxn"
"9838","Timm22"
"9839","Abr"
"9840","Gosr1"
"9841","Cpd"
"9842","Tmigd1"
"9843","Blmh"
"9844","Slc6a4"
"9845","Nsrp1"
"9846","Efcab5"
"9847","Ssh2"
"9848","Ankrd13b"
"9849","Git1"
"9850","Trp53i13"
"9851","Abhd15"
"9852","Taok1"
"9853","Nufip2"
"9854","Myo18a"
"9855","Pipox"
"9856","Phf12"
"9857","Dhrs13os"
"9858","Dhrs13"
"9859","Flot2"
"9860","Eral1"
"9861","Fam222b"
"9862","Traf4"
"9863","Nek8"
"9864","Tlcd1"
"9865","Rpl23a"
"9866","Rab34"
"9867","Supt6"
"9868","Sdf2"
"9869","2610507B11Rik"
"9870","Rskr"
"9871","Spag5"
"9872","Aldoc"
"9873","Pigs"
"9874","Unc119"
"9875","Slc13a2"
"9876","Slc46a1"
"9877","Tmem199"
"9878","Poldip2"
"9879","Tnfaip1"
"9880","Ift20"
"9881","Tmem97"
"9882","Nlk"
"9883","Ccnq"
"9884","Lyrm9"
"9885","Lgals9"
"9886","Ksr1"
"9887","Wsb1"
"9888","Gm44787"
"9889","Nf1"
"9890","Rab11fip4"
"9891","9130204K15Rik"
"9892","Utp6"
"9893","Suz12"
"9894","Crlf3"
"9895","Atad5"
"9896","Tefm"
"9897","Adap2"
"9898","Rnf135"
"9899","Rhot1"
"9900","Rhbdl3"
"9901","5730455P16Rik"
"9902","Zfp207"
"9903","Psmd11"
"9904","Cdk5r1"
"9905","Myo1d"
"9906","C030013C21Rik"
"9907","Tmem98"
"9908","Spaca3"
"9909","Asic2"
"9910","Cct6b"
"9911","Zfp830"
"9912","Gm11423"
"9913","Lig3"
"9914","Rffl"
"9915","Rad51d"
"9916","Fndc8"
"9917","Nle1"
"9918","Slfn5"
"9919","1190001M18Rik"
"9920","Slfn9"
"9921","Slfn8"
"9922","Slfn2"
"9923","Gm20234"
"9924","Slfn4"
"9925","Slfn14"
"9926","AA465934"
"9927","Pex12"
"9928","Ap2b1"
"9929","1700020L24Rik"
"9930","Mmp28"
"9931","Taf15"
"9932","Ccl5"
"9933","Ccl9"
"9934","E230016K23Rik"
"9935","Ccl6"
"9936","Wfdc17"
"9937","Wfdc18"
"9938","Heatr6"
"9939","Gm12576"
"9940","Hnf1b"
"9941","Ddx52"
"9942","Synrg"
"9943","Dusp14"
"9944","Tada2a"
"9945","Acaca"
"9946","Gm11437"
"9947","Aatf"
"9948","Lhx1"
"9949","Lhx1os"
"9950","Mrm1"
"9951","Dhrs11"
"9952","4930502E09Rik"
"9953","Ggnbp2"
"9954","Pigw"
"9955","Myo19"
"9956","Znhit3"
"9957","Car4"
"9958","Usp32"
"9959","Appbp2"
"9960","Appbp2os"
"9961","Ppm1d"
"9962","Bcas3"
"9963","Brip1"
"9964","Brip1os"
"9965","Ints2"
"9966","Med13"
"9967","Rnft1"
"9968","Rps6kb1"
"9969","Tubd1"
"9970","Vmp1"
"9971","Ptrh2"
"9972","Cltc"
"9973","Dhx40"
"9974","Ypel2"
"9975","Gdpd1"
"9976","Smg8"
"9977","Prr11"
"9978","Ska2"
"9979","Gm11491"
"9980","Trim37"
"9981","Ppm1e"
"9982","Rad51c"
"9983","Sept4"
"9984","Mtmr4"
"9985","Hsf5"
"9986","Rnf43"
"9987","1110028F11Rik"
"9988","Supt4a"
"9989","Mks1"
"9990","Dynll2"
"9991","Gm11508"
"9992","Srsf1"
"9993","Vezf1"
"9994","Cuedc1"
"9995","Mrps23"
"9996","Msi2"
"9997","C030037D09Rik"
"9998","Akap1"
"9999","Scpep1"
"10000","Coil"
"10001","Gm11496"
"10002","Trim25"
"10003","Dgke"
"10004","Pctp"
"10005","Gm45716"
"10006","Mmd"
"10007","Hlf"
"10008","Stxbp4"
"10009","Cox11"
"10010","Tom1l1"
"10011","Utp18"
"10012","Mbtd1"
"10013","Nme2"
"10014","Nme1"
"10015","Spag9"
"10016","B230206L02Rik"
"10017","Tob1"
"10018","Wfikkn2"
"10019","Gm21885"
"10020","Luc7l3"
"10021","Ankrd40"
"10022","Abcc3"
"10023","Epn3"
"10024","Mycbpap"
"10025","Rsad1"
"10026","Acsf2"
"10027","Chad"
"10028","Lrrc59"
"10029","Eme1"
"10030","Mrpl27"
"10031","Xylt2"
"10032","Ppp1r9b"
"10033","Samd14"
"10034","Pdk2"
"10035","Itga3"
"10036","Kat7"
"10037","Gm11520"
"10038","Fam117a"
"10039","Slc35b1"
"10040","Spop"
"10041","Phb"
"10042","Zfp652"
"10043","Abi3"
"10044","Gngt2"
"10045","Gm11527"
"10046","4833417C18Rik"
"10047","B4galnt2"
"10048","Gip"
"10049","Snf8"
"10050","Ube2z"
"10051","Atp5g1"
"10052","Ttll6"
"10053","Gm53"
"10054","Hoxb9"
"10055","Hoxb8"
"10056","Hoxb7"
"10057","Hoxb5os"
"10058","Hoxb6"
"10059","Hoxb5"
"10060","Hoxb4"
"10061","Hoxb3"
"10062","Hoxb3os"
"10063","Hoxb2"
"10064","Skap1"
"10065","Snx11"
"10066","Cbx1"
"10067","Nfe2l1"
"10068","Copz2"
"10069","Cdk5rap3"
"10070","D030028A08Rik"
"10071","Gm11525"
"10072","Prr15l"
"10073","Pnpo"
"10074","Sp2"
"10075","Gm11532"
"10076","Scrn2"
"10077","Lrrc46"
"10078","Mrpl10"
"10079","Osbpl7"
"10080","Tbkbp1"
"10081","Kpnb1"
"10082","Npepps"
"10083","Mrpl45"
"10084","Socs7"
"10085","Arhgap23"
"10086","Epop"
"10087","Gm11613"
"10088","Mllt6"
"10089","Cisd3"
"10090","Pcgf2"
"10091","Psmb3"
"10092","Pip4k2b"
"10093","Cwc25"
"10094","Rpl23"
"10095","Lasp1"
"10096","B230217C12Rik"
"10097","Fbxo47"
"10098","Arl5c"
"10099","Cacnb1"
"10100","Rpl19"
"10101","Fbxl20"
"10102","Med1"
"10103","Cdk12"
"10104","Neurod2"
"10105","Ppp1r1b"
"10106","1700003D09Rik"
"10107","Stard3"
"10108","Pgap3"
"10109","Erbb2"
"10110","Mien1"
"10111","Gm12352"
"10112","Grb7"
"10113","Zpbp2"
"10114","Ormdl3"
"10115","Gsdma2"
"10116","Gsdma"
"10117","Psmd3"
"10118","Med24"
"10119","Thra"
"10120","Nr1d1"
"10121","Msl1"
"10122","Gm12359"
"10123","Casc3"
"10124","Rapgefl1"
"10125","Wipf2"
"10126","Cdc6"
"10127","Rara"
"10128","Top2a"
"10129","Igfbp4"
"10130","Tns4"
"10131","Smarce1"
"10132","Krt222"
"10133","Krt10"
"10134","Gm11940"
"10135","Krt20"
"10136","Krt23"
"10137","Krt39"
"10138","Krtap16-1"
"10139","Krtap17-1"
"10140","Krt31"
"10141","Krt35"
"10142","Krt36"
"10143","Krt15"
"10144","Krt19"
"10145","Krt14"
"10146","Gm14206"
"10147","Eif1"
"10148","Gast"
"10149","Hap1"
"10150","Jup"
"10151","P3h4"
"10152","Nt5c3b"
"10153","Klhl10"
"10154","Klhl11"
"10155","Acly"
"10156","Ttc25"
"10157","Cnp"
"10158","Dnajc7"
"10159","Nkiras2"
"10160","Dhx58"
"10161","Kat2a"
"10162","Rab5c"
"10163","Ghdc"
"10164","Stat5b"
"10165","Stat5a"
"10166","Stat3"
"10167","Cavin1"
"10168","Atp6v0a1"
"10169","Naglu"
"10170","Hsd17b1"
"10171","Coasy"
"10172","Mlx"
"10173","Psmc3ip"
"10174","Retreg3"
"10175","Tubg1"
"10176","Tubg2"
"10177","Plekhh3"
"10178","Cntnap1"
"10179","Ezh1"
"10180","Ramp2"
"10181","Vps25"
"10182","Wnk4"
"10183","Coa3"
"10184","Cntd1"
"10185","Becn1"
"10186","Psme3"
"10187","Aoc2"
"10188","G6pc"
"10189","Aarsd1"
"10190","Ptges3l"
"10191","Rundc1"
"10192","Rpl27"
"10193","Ifi35"
"10194","Vat1"
"10195","Rnd2"
"10196","Brca1"
"10197","Nbr1"
"10198","Tmem106a"
"10199","Rdm1"
"10200","Arl4d"
"10201","Dhx8"
"10202","Etv4"
"10203","Dusp3"
"10204","Mpp3"
"10205","Mpp2"
"10206","Pyy"
"10207","Nags"
"10208","Gm11586"
"10209","Tmem101"
"10210","Lsm12"
"10211","G6pc3"
"10212","Hdac5"
"10213","BC030867"
"10214","Asb16"
"10215","Tmub2"
"10216","Atxn7l3"
"10217","Ubtf"
"10218","Rundc3a"
"10219","Slc25a39"
"10220","Grn"
"10221","Fam171a2"
"10222","Itga2b"
"10223","Gpatch8"
"10224","Fzd2"
"10225","Ccdc43"
"10226","Adam11"
"10227","Eftud2"
"10228","Ccdc103"
"10229","Kif18b"
"10230","Dcakd"
"10231","Nmt1"
"10232","Acbd4"
"10233","Hexim1"
"10234","Hexim2"
"10235","Fmnl1"
"10236","1700023F06Rik"
"10237","Map3k14"
"10238","1700028N14Rik"
"10239","Arhgap27"
"10240","Arhgap27os3"
"10241","Arhgap27os2"
"10242","Plekhm1"
"10243","Rprml"
"10244","Gosr2"
"10245","C130046K22Rik"
"10246","Wnt9b"
"10247","Wnt3"
"10248","Nsf"
"10249","Arf2"
"10250","Mapt"
"10251","Kansl1"
"10252","Cdc27"
"10253","Myl4"
"10254","Mettl2"
"10255","1700052K11Rik"
"10256","Tlk2"
"10257","Gm11638"
"10258","Tanc2"
"10259","Cyb561"
"10260","Ace"
"10261","Kcnh6"
"10262","Dcaf7"
"10263","Taco1os"
"10264","Taco1"
"10265","Map3k3"
"10266","Limd2"
"10267","Strada"
"10268","Ccdc47"
"10269","Ddx42"
"10270","Ftsj3"
"10271","Psmc5"
"10272","Smarcd2"
"10273","Cd79b"
"10274","Prr29"
"10275","Icam2"
"10276","Ern1"
"10277","Tex2"
"10278","Pecam1"
"10279","Milr1"
"10280","Polg2"
"10281","Ddx5"
"10282","Cep95"
"10283","Smurf2"
"10284","Kpna2"
"10285","1810010H24Rik"
"10286","Bptf"
"10287","Nol11"
"10288","Pitpnc1"
"10289","Psmd12"
"10290","Helz"
"10291","Cacng4"
"10292","Prkca"
"10293","Apoh"
"10294","Cep112"
"10295","Cep112it"
"10296","Axin2"
"10297","Rgs9"
"10298","Gm11696"
"10299","Gna13"
"10300","Amz2"
"10301","Slc16a6"
"10302","Arsg"
"10303","Wipi1"
"10304","Prkar1a"
"10305","Fam20a"
"10306","Gm11697"
"10307","Abca5"
"10308","Map2k6"
"10309","Kcnj2"
"10310","BC006965"
"10311","Sox9"
"10312","Gm11681"
"10313","2610035D17Rik"
"10314","4732490B19Rik"
"10315","Slc39a11"
"10316","Sstr2"
"10317","Cog1"
"10318","Fam104a"
"10319","D11Wsu47e"
"10320","Cdc42ep4"
"10321","Sdk2"
"10322","Rpl38"
"10323","Ttyh2"
"10324","Kif19a"
"10325","Btbd17"
"10326","Gprc5c"
"10327","Cd300a"
"10328","Rab37"
"10329","Cd300lf"
"10330","Slc9a3r1"
"10331","Nat9"
"10332","Tmem104"
"10333","Grin2c"
"10334","Fdxr"
"10335","Fads6"
"10336","Otop3"
"10337","Hid1"
"10338","Cdr2l"
"10339","Mrpl58"
"10340","Atp5h"
"10341","Kctd2"
"10342","Trim80"
"10343","Gm11695"
"10344","Slc16a5"
"10345","Armc7"
"10346","Nt5c"
"10347","Jpt1"
"10348","Sumo2"
"10349","Nup85"
"10350","Gga3"
"10351","Mrps7"
"10352","Mif4gd"
"10353","Slc25a19"
"10354","Grb2"
"10355","Tmem94"
"10356","Caskin2"
"10357","Tsen54"
"10358","Llgl2"
"10359","Myo15b"
"10360","Recql5"
"10361","Smim5"
"10362","Smim6"
"10363","Sap30bp"
"10364","Itgb4"
"10365","Galk1"
"10366","H3f3b"
"10367","Unk"
"10368","Unc13d"
"10369","Wbp2"
"10370","Trim47"
"10371","Trim65"
"10372","Mrpl38"
"10373","Fbf1"
"10374","Acox1"
"10375","Ten1"
"10376","Evpl"
"10377","Srp68"
"10378","Exoc7"
"10379","Rnf157"
"10380","Ubald2"
"10381","Qrich2"
"10382","Prpsap1"
"10383","Sphk1"
"10384","Ube2o"
"10385","Rhbdf2"
"10386","Prcd"
"10387","Snhg16"
"10388","St6galnac2"
"10389","St6galnac2.1"
"10390","BC018473"
"10391","Mxra7"
"10392","Jmjd6"
"10393","Mettl23"
"10394","Srsf2"
"10395","Mfsd11"
"10396","Snhg20"
"10397","Sec14l1"
"10398","Sept9"
"10399","Tnrc6c"
"10400","Tmc6"
"10401","Tmc8"
"10402","Gm11724"
"10403","Syngr2"
"10404","Tk1"
"10405","Afmid"
"10406","Birc5"
"10407","Tmem235"
"10408","Tha1"
"10409","Socs3"
"10410","Pgs1"
"10411","Cyth1"
"10412","Usp36"
"10413","Timp2"
"10414","Lgals3bp"
"10415","Cant1"
"10416","C1qtnf1"
"10417","Engase"
"10418","Rbfox3"
"10419","Enpp7"
"10420","Cbx2"
"10421","Cbx8"
"10422","Cbx4"
"10423","Tbc1d16"
"10424","Gm11752"
"10425","Gaa"
"10426","Eif4a3"
"10427","Card14"
"10428","Sgsh"
"10429","Slc26a11"
"10430","Rnf213"
"10431","A930037H05Rik"
"10432","Endov"
"10433","Nptx1"
"10434","Rptor"
"10435","Rptoros"
"10436","Chmp6"
"10437","Gm11767"
"10438","Baiap2"
"10439","Cep131"
"10440","Tepsin"
"10441","Ndufaf8"
"10442","Slc38a10"
"10443","Gm11769"
"10444","2810410L24Rik"
"10445","2900052L18Rik"
"10446","Bahcc1"
"10447","Gm11772"
"10448","Actg1"
"10449","0610009L18Rik"
"10450","Faap100"
"10451","Nploc4"
"10452","Pde6g"
"10453","Oxld1"
"10454","Ccdc137"
"10455","Arl16"
"10456","Hgs"
"10457","Mrpl12"
"10458","Gm11788"
"10459","Slc25a10"
"10460","Mcrip1"
"10461","Ppp1r27"
"10462","P4hb"
"10463","Arhgdia"
"10464","Alyref"
"10465","Anapc11"
"10466","Npb"
"10467","Pcyt2"
"10468","Sirt7"
"10469","Mafg"
"10470","Pycr1"
"10471","Notum"
"10472","Aspscr1"
"10473","Cenpx"
"10474","Lrrc45"
"10475","Rac3"
"10476","Dcxr"
"10477","Hmga1b"
"10478","Rfng"
"10479","Gps1"
"10480","Dus1l"
"10481","Fasn"
"10482","Ccdc57"
"10483","Slc16a3"
"10484","Csnk1d"
"10485","Cd7"
"10486","Sectm1b"
"10487","Sectm1a"
"10488","Ogfod3"
"10489","Hexdc"
"10490","Cybc1"
"10491","Narf"
"10492","Foxk2"
"10493","Wdr45b"
"10494","Rab40b"
"10495","Fn3krp"
"10496","Fn3k"
"10497","Tbcd"
"10498","Zfp750"
"10499","B3gntl1"
"10500","Metrnl"
"10501","Gm12589"
"10502","Rab10os"
"10503","Rab10"
"10504","Gm26520"
"10505","Kif3c"
"10506","1110002L01Rik"
"10507","Asxl2"
"10508","Dtnb"
"10509","Dtnbos"
"10510","Dnmt3a"
"10511","Pomc"
"10512","Efr3b"
"10513","Dnajc27"
"10514","Adcy3"
"10515","Cenpo"
"10516","Ptrhd1"
"10517","Ncoa1"
"10518","2900045O20Rik"
"10519","AC241534.1"
"10520","Itsn2"
"10521","Fam228b"
"10522","Pfn4"
"10523","Sf3b6"
"10524","Fkbp1b"
"10525","Wdcp"
"10526","Mfsd2b"
"10527","Ubxn2a"
"10528","Atad2b"
"10529","Apob"
"10530","Ldah"
"10531","Hs1bp3"
"10532","Rhob"
"10533","5033421B08Rik"
"10534","Slc7a15"
"10535","Pum2"
"10536","Gm4755"
"10537","Sdc1"
"10538","Laptm4a"
"10539","Wdr35"
"10540","Ttc32"
"10541","Rdh14"
"10542","Kcns3"
"10543","Gen1"
"10544","Smc6"
"10545","Fam49a"
"10546","Mycn"
"10547","Ddx1"
"10548","Nbas"
"10549","Lratd1"
"10550","Trib2"
"10551","Lpin1"
"10552","Greb1"
"10553","E2f6"
"10554","Rock2"
"10555","Pqlc3"
"10556","Kcnf1"
"10557","Pdia6"
"10558","Nol10"
"10559","Odc1"
"10560","Hpcal1"
"10561","5730507C01Rik"
"10562","Gm5784"
"10563","Gm49769"
"10564","Gm10479"
"10565","Gm49698"
"10566","Gm49700"
"10567","Asap2"
"10568","Gm30124"
"10569","Itgb1bp1"
"10570","Cpsf3"
"10571","Iah1"
"10572","Adam17"
"10573","Gm49586"
"10574","Ywhaq"
"10575","Gm4419"
"10576","2410018L13Rik"
"10577","9030624G23Rik"
"10578","Taf1b"
"10579","Grhl1"
"10580","Klf11"
"10581","Rrm2"
"10582","Mboat2"
"10583","Kidins220"
"10584","Id2"
"10585","Rsad2"
"10586","Cmpk2"
"10587","Rps7"
"10588","Rnaseh1"
"10589","Adi1"
"10590","Trappc12"
"10591","Eipr1"
"10592","Myt1l"
"10593","Pxdn"
"10594","Tmem18"
"10595","Acp1"
"10596","Sh3yl1"
"10597","Fam110c"
"10598","Lamb1"
"10599","Dld"
"10600","Slc26a3"
"10601","Cbll1"
"10602","Gm29542"
"10603","Slc26a4"
"10604","Bcap29"
"10605","Dus4l"
"10606","Cog5"
"10607","Gpr22"
"10608","Gm48809"
"10609","Hbp1"
"10610","Prkar2b"
"10611","Pik3cg"
"10612","Ccdc71l"
"10613","Nampt"
"10614","4933406C10Rik"
"10615","Sypl"
"10616","Cdhr3"
"10617","F730043M19Rik"
"10618","Atxn7l1"
"10619","Efcab10"
"10620","Twistnb"
"10621","Twist1"
"10622","Snx13"
"10623","Ahr"
"10624","Agr3"
"10625","Agr2"
"10626","Tspan13"
"10627","Bzw2"
"10628","Ankmy2"
"10629","D630036H23Rik"
"10630","Crppa"
"10631","Agmo"
"10632","Dgkb"
"10633","Etv1"
"10634","Arl4a"
"10635","Scin"
"10636","Gm17056"
"10637","Ifrd1"
"10638","Gm17024"
"10639","Gm7008"
"10640","Zfp277"
"10641","Dock4"
"10642","Immp2l"
"10643","Gm47376"
"10644","Lrrn3"
"10645","Dnajb9"
"10646","Pnpla8"
"10647","Nrcam"
"10648","Stxbp6"
"10649","Gm15902"
"10650","G2e3"
"10651","Scfd1"
"10652","Coch"
"10653","Strn3"
"10654","Ap4s1"
"10655","Hectd1"
"10656","Heatr5a"
"10657","Dtd2"
"10658","Nubpl"
"10659","Arhgap5"
"10660","Egln3"
"10661","Sptssa"
"10662","Eapp"
"10663","Snx6"
"10664","Cfl2"
"10665","1700081N11Rik"
"10666","Baz1a"
"10667","2700097O09Rik"
"10668","Srp54a"
"10669","Fam177a"
"10670","Srp54b"
"10671","Srp54c"
"10672","Ppp2r3c"
"10673","Prorp"
"10674","Psma6"
"10675","Nfkbia"
"10676","Ralgapa1"
"10677","Brms1l"
"10678","Mbip"
"10679","Slc25a21"
"10680","Prps1l3"
"10681","Mipol1"
"10682","Foxa1"
"10683","Ttc6"
"10684","BC042761"
"10685","Sstr1"
"10686","Clec14a"
"10687","Gm17529"
"10688","Sec23a"
"10689","Gemin2"
"10690","Trappc6b"
"10691","Pnn"
"10692","Mia2"
"10693","Fbxo33"
"10694","Gm527"
"10695","Klhl28"
"10696","Togaram1"
"10697","Prpf39"
"10698","Fkbp3"
"10699","Fancm"
"10700","Mis18bp1"
"10701","Rps29"
"10702","Lrr1"
"10703","Rpl36al"
"10704","Mgat2"
"10705","Dnaaf2"
"10706","9330151L19Rik"
"10707","Pole2"
"10708","Gm47545"
"10709","Klhdc1"
"10710","Klhdc2"
"10711","Nemf"
"10712","Gm9887"
"10713","Arf6"
"10714","5830428M24Rik"
"10715","Vcpkmt"
"10716","Sos2"
"10717","L2hgdh"
"10718","Dmac2l"
"10719","Cdkl1"
"10720","Map4k5"
"10721","Atl1"
"10722","Sav1"
"10723","Nin"
"10724","Pygl"
"10725","Trim9"
"10726","Tmx1"
"10727","Gm32219"
"10728","Frmd6"
"10729","Actr10"
"10730","Psma3"
"10731","3110056K07Rik"
"10732","Arid4a"
"10733","Tomm20l"
"10734","Timm9"
"10735","2700049A03Rik"
"10736","Dact1"
"10737","Daam1"
"10738","Gpr135"
"10739","L3hypdh"
"10740","Jkamp"
"10741","Rtn1"
"10742","Pcnx4"
"10743","Dhrs7"
"10744","Ppm1a"
"10745","Six4"
"10746","Mnat1"
"10747","Trmt5"
"10748","Slc38a6"
"10749","Tmem30b"
"10750","2210039B01Rik"
"10751","Prkch"
"10752","Gm15283"
"10753","Hif1a"
"10754","Snapc1"
"10755","Dbpht2"
"10756","Gm34552"
"10757","Ppp2r5e"
"10758","Gm47689"
"10759","Wdr89"
"10760","Sgpp1"
"10761","Syne2"
"10762","Gm47525"
"10763","Mthfd1"
"10764","Akap5"
"10765","Zbtb25"
"10766","Zbtb1"
"10767","4930426I24Rik"
"10768","Hspa2"
"10769","Gm10451"
"10770","Plekhg3"
"10771","AI463170"
"10772","Sptb"
"10773","Churc1"
"10774","Fntb"
"10775","Gpx2"
"10776","Rab15"
"10777","Max"
"10778","9530018F02Rik"
"10779","Fut8"
"10780","Gm48226"
"10781","Gphn"
"10782","Mpp5"
"10783","Atp6v1d"
"10784","Eif2s1"
"10785","Plek2"
"10786","Tmem229b"
"10787","Plekhh1"
"10788","Pigh"
"10789","9230116L04Rik"
"10790","Arg2"
"10791","Vti1b"
"10792","Rdh11"
"10793","Rdh12"
"10794","Zfyve26"
"10795","Rad51b"
"10796","Zfp36l1"
"10797","1300014J16Rik"
"10798","2310015A10Rik"
"10799","Actn1"
"10800","Dcaf5"
"10801","Gm30025"
"10802","Exd2"
"10803","Erh"
"10804","Slc39a9"
"10805","Plekhd1os"
"10806","Ccdc177"
"10807","Susd6"
"10808","Gm20337"
"10809","Srsf5"
"10810","Smoc1"
"10811","Cox16"
"10812","Gm4787"
"10813","Adam4"
"10814","Synj2bp"
"10815","Gm17191"
"10816","Med6"
"10817","Gm49654"
"10818","Map3k9"
"10819","4930423D22Rik"
"10820","Pcnx"
"10821","Gm48242"
"10822","Sipa1l1"
"10823","Dpf3"
"10824","Dcaf4"
"10825","Zfyve1"
"10826","Rbm25"
"10827","Gm29361"
"10828","Psen1"
"10829","Papln"
"10830","Numb"
"10831","Gm26571"
"10832","Riox1"
"10833","Acot2"
"10834","Acot1"
"10835","Acot4"
"10836","4732463B04Rik"
"10837","Acot5"
"10838","Acot6"
"10839","Dnal1"
"10840","Pnma1"
"10841","Elmsan1"
"10842","Gm31513"
"10843","Ptgr2"
"10844","Gm47484"
"10845","Zfp410"
"10846","Fam161b"
"10847","Coq6"
"10848","Entpd5"
"10849","Bbof1"
"10850","Rnf113a2"
"10851","Aldh6a1"
"10852","Lin52"
"10853","Abcd4"
"10854","Npc2"
"10855","Isca2"
"10856","Ltbp2"
"10857","Arel1"
"10858","Fcf1"
"10859","Ylpm1"
"10860","Prox2os"
"10861","Prox2"
"10862","Dlst"
"10863","Rps6kl1"
"10864","Pgf"
"10865","Eif2b2"
"10866","Mlh3"
"10867","Acyp1"
"10868","Zc2hc1c"
"10869","Nek9"
"10870","Tmed10"
"10871","Fos"
"10872","Gm47863"
"10873","Jdp2"
"10874","Flvcr2"
"10875","Erg28"
"10876","Ttll5"
"10877","Ift43"
"10878","Gpatch2l"
"10879","Vash1"
"10880","Angel1"
"10881","Irf2bpl"
"10882","Cipc"
"10883","Ngb"
"10884","Pomt2"
"10885","Gstz1"
"10886","Tmed8"
"10887","Samd15"
"10888","Noxred1"
"10889","Vipas39"
"10890","Ahsa1"
"10891","Ism2"
"10892","Sptlc2"
"10893","Alkbh1"
"10894","Slirp"
"10895","Snw1"
"10896","Adck1"
"10897","Cep128"
"10898","Gtf2a1"
"10899","Ston2"
"10900","Sel1l"
"10901","Flrt2"
"10902","Galc"
"10903","Gm47439"
"10904","Kcnk10"
"10905","Spata7"
"10906","Ptpn21"
"10907","Zc3h14"
"10908","Eml5"
"10909","Ttc8"
"10910","Foxn3"
"10911","Gm20682"
"10912","Efcab11"
"10913","Tdp1"
"10914","Psmc1"
"10915","Nrde2"
"10916","Gm10433"
"10917","Calm1"
"10918","Gm10432"
"10919","Ttc7b"
"10920","Rps6ka5"
"10921","Dglucy"
"10922","Ccdc88c"
"10923","Gm47639"
"10924","Ppp4r3a"
"10925","D130020L05Rik"
"10926","Tc2n"
"10927","Trip11"
"10928","Atxn3"
"10929","Ndufb1-ps"
"10930","Cpsf2"
"10931","Rin3"
"10932","Lgmn"
"10933","Golga5"
"10934","Chga"
"10935","Itpk1"
"10936","Moap1"
"10937","Tmem251"
"10938","Ubr7"
"10939","Btbd7"
"10940","Unc79"
"10941","Otub2"
"10942","Ddx24"
"10943","Ifi27"
"10944","Ifi27l2a"
"10945","Ifi27l2b"
"10946","Ppp4r4"
"10947","Serpina10"
"10948","Serpina16"
"10949","Serpina1f"
"10950","Serpina1b"
"10951","Serpina1d"
"10952","Serpina1a"
"10953","Serpina1c"
"10954","Serpina1e"
"10955","Serpina9"
"10956","Serpina12"
"10957","Serpina3a"
"10958","Gsc"
"10959","Dicer1"
"10960","Clmn"
"10961","Gm28875"
"10962","Syne3"
"10963","Snhg10"
"10964","Glrx5"
"10965","Atg2b"
"10966","Gskip"
"10967","Ak7"
"10968","Papola"
"10969","Vrk1"
"10970","Gm46378"
"10971","Bcl11b"
"10972","Setd3"
"10973","Ccnk"
"10974","Ccdc85c"
"10975","Eml1"
"10976","Evl"
"10977","Degs2"
"10978","Yy1"
"10979","Slc25a29"
"10980","Slc25a47"
"10981","Wars"
"10982","Wdr25"
"10983","Dlk1"
"10984","Ppp2r5c"
"10985","Gm19605"
"10986","B930059L03Rik"
"10987","Dync1h1"
"10988","Hsp90aa1"
"10989","Wdr20"
"10990","Mok"
"10991","Gm26912"
"10992","Zfp839"
"10993","Cinp"
"10994","Tecpr2"
"10995","Ankrd9"
"10996","6030440G07Rik"
"10997","Rcor1"
"10998","Traf3"
"10999","Amn"
"11000","Cdc42bpb"
"11001","Exoc3l4"
"11002","Tnfaip2"
"11003","Eif5"
"11004","2810029C07Rik"
"11005","Mark3"
"11006","Ckb"
"11007","Trmt61a"
"11008","Bag5"
"11009","Apopt1"
"11010","Klc1"
"11011","Xrcc3"
"11012","Zfyve21"
"11013","Ppp1r13b"
"11014","5033406O09Rik"
"11015","Atp5mpl"
"11016","Aspg"
"11017","Kif26a"
"11018","Inf2"
"11019","Adssl1"
"11020","Siva1"
"11021","Akt1"
"11022","Zbtb42"
"11023","Cep170b"
"11024","Pld4"
"11025","Ahnak2"
"11026","Clba1"
"11027","Cdca4"
"11028","Jag2"
"11029","Nudt14"
"11030","Brf1"
"11031","Btbd6"
"11032","Pacs2"
"11033","Mta1"
"11034","Crip2"
"11035","Crip1"
"11036","Tedc1"
"11037","Tmem121"
"11038","Ighm"
"11039","Zfp386"
"11040","Wdr60"
"11041","Gm48079"
"11042","Esyt2"
"11043","D430020J02Rik"
"11044","Ncapg2"
"11045","Ptprn2"
"11046","Rapgef5"
"11047","Cdca7l"
"11048","Dnah11"
"11049","Gm49602"
"11050","Sp4"
"11051","Macc1"
"11052","2810429I04Rik"
"11053","Gdi2"
"11054","Tasor2"
"11055","Asb13"
"11056","Net1"
"11057","Tubal3"
"11058","Ucn3"
"11059","Akr1c14"
"11060","Gm47904"
"11061","Akr1c13"
"11062","Akr1c19"
"11063","Akr1c12"
"11064","Akr1e1"
"11065","Klf6"
"11066","Pitrm1"
"11067","Pfkp"
"11068","Gm40663"
"11069","Wdr37"
"11070","Idi1"
"11071","Gtpbp4"
